TAZ_REG,TAZ_OLD05,TAZ_MPO,COUNTY,CENSUSTAZ,TAZ_BF,FIX,AREA,F_NETAREA,CBD,HM_ROOMS
2367,0,467,2,,2267,0,23600700.00000000000,0.90270,0,225
2369,0,469,2,,2269,0,28277500.00000000000,0.82470,0,0
2368,0,468,2,,2268,0,24386700.00000000000,0.87330,0,0
2376,0,476,2,,2276,0,28217200.00000000000,0.83130,0,0
2372,0,472,2,,2272,0,19935700.00000000000,0.83600,0,0
2373,0,473,2,,2273,0,16068500.00000000000,0.86350,0,0
2374,0,474,2,,2274,0,8691770.00000000000,0.83690,0,0
2388,0,488,2,,2288,0,14196300.00000000000,0.78880,0,0
2387,0,487,2,,2287,0,14596900.00000000000,0.78840,0,162
2377,0,477,2,,2277,0,28974300.00000000000,0.83570,0,0
2378,0,478,2,,2278,0,23004400.00000000000,0.92400,0,0
2381,0,481,2,,2281,0,39542900.00000000000,0.90870,0,445
2382,0,482,2,,2282,0,26758700.00000000000,0.82550,0,225
2386,0,486,2,,2286,0,14603500.00000000000,0.84390,0,0
2445,0,545,2,,2345,0,17146700.00000000000,0.86350,0,0
2460,0,560,2,,2360,0,30297800.00000000000,0.81490,0,0
2462,0,562,2,,2362,0,21333800.00000000000,0.76160,0,0
2852,0,952,2,,2752,0,11606100.00000000000,0.82460,0,0
1905,0,5,2,,1805,0,8282010.00000000000,0.75350,0,0
2406,0,506,2,,2306,0,6197860.00000000000,0.78860,0,0
2405,0,505,2,,2305,0,2715380.00000000000,0.94090,0,0
2410,0,510,2,,2310,0,18041000.00000000000,0.79360,0,0
2418,0,518,2,,2318,0,10718100.00000000000,0.75100,0,0
2419,0,519,2,,2319,0,8661460.00000000000,0.77950,0,76
2423,0,523,2,,2323,0,6651020.00000000000,0.80620,0,0
2426,0,526,2,,2326,0,10388600.00000000000,0.83700,0,0
2428,0,528,2,,2328,0,16139000.00000000000,0.85550,0,0
2429,0,529,2,,2329,0,17504900.00000000000,0.77040,0,0
2444,0,544,2,,2344,0,39810400.00000000000,0.86200,0,0
2437,0,537,2,,2337,0,27768400.00000000000,0.68430,0,0
2447,0,547,2,,2347,0,31141900.00000000000,0.72260,0,9
2441,0,541,2,,2341,0,23027900.00000000000,0.80720,0,0
2440,0,540,2,,2340,0,15314900.00000000000,0.76700,0,0
2446,0,546,2,,2346,0,8288350.00000000000,0.81360,0,0
2458,0,558,2,,2358,0,11878000.00000000000,0.72100,0,0
2449,0,549,2,,2349,0,18679800.00000000000,0.64400,0,0
2552,0,652,2,,2452,0,23491000.00000000000,0.68720,0,0
2453,0,553,2,,2353,0,11470700.00000000000,0.85330,0,0
2455,0,555,2,,2355,0,20308600.00000000000,0.81570,0,56
2527,0,627,2,,2427,0,18474100.00000000000,0.88180,0,0
2454,0,554,2,,2354,0,14079700.00000000000,0.71450,0,0
2558,0,658,2,,2458,0,13997900.00000000000,0.81700,0,0
2602,0,702,2,,2502,0,8903150.00000000000,0.72400,0,0
2603,0,703,2,,2503,0,12428700.00000000000,0.78140,0,0
2606,0,706,2,,2506,0,1899390.00000000000,0.76200,0,0
2456,0,556,2,,2356,0,7486780.00000000000,0.67990,0,0
2459,0,559,2,,2359,0,7817420.00000000000,0.70500,0,0
2466,0,566,2,,2366,0,12165500.00000000000,0.89190,0,29
2464,0,564,2,,2364,0,32500300.00000000000,0.86180,0,0
2463,0,563,2,,2363,0,27394500.00000000000,0.86460,0,0
2471,0,571,2,,2371,0,23545900.00000000000,0.87340,0,0
2472,0,572,2,,2372,0,45207400.00000000000,0.91610,0,0
2525,0,625,2,,2425,0,14641800.00000000000,0.80530,0,0
2493,0,593,2,,2393,0,46628500.00000000000,0.84620,0,0
2492,0,592,2,,2392,0,28612500.00000000000,0.87800,0,0
2488,0,588,2,,2388,0,9172190.00000000000,0.79850,0,0
2487,0,587,2,,2387,0,6291920.00000000000,0.72630,0,94
2479,0,579,2,,2379,0,37922500.00000000000,0.83960,0,0
2483,0,583,2,,2383,0,148455000.00000000000,0.93730,0,0
2788,0,888,2,,2688,0,75569200.00000000000,0.87420,0,0
2502,0,602,2,,2402,0,8920820.00000000000,0.89610,0,0
2503,0,603,2,,2403,0,20240000.00000000000,0.89260,0,0
2500,0,600,2,,2400,0,51353500.00000000000,0.89670,0,0
2484,0,584,2,,2384,0,32889000.00000000000,0.79660,0,0
2485,0,585,2,,2385,0,14067700.00000000000,0.83980,0,0
2486,0,586,2,,2386,0,7969750.00000000000,0.80650,0,0
2489,0,589,2,,2389,0,17972200.00000000000,0.80020,0,0
2790,0,890,2,,2690,0,45373100.00000000000,0.90880,0,0
2494,0,594,2,,2394,0,23434800.00000000000,0.84910,0,0
2497,0,597,2,,2397,0,42710200.00000000000,0.84390,0,0
2791,0,891,2,,2691,0,9021600.00000000000,0.86230,0,0
2504,0,604,2,,2404,0,15550700.00000000000,0.77150,0,0
2505,0,605,2,,2405,0,23646900.00000000000,0.94020,0,0
2513,0,613,2,,2413,0,41769000.00000000000,0.80220,0,0
2507,0,607,2,,2407,0,17337200.00000000000,0.90010,0,0
2508,0,608,2,,2408,0,17107100.00000000000,0.88430,0,0
2514,0,614,2,,2414,0,27320800.00000000000,0.81600,0,0
2509,0,609,2,,2409,0,7072490.00000000000,0.74570,0,0
2510,0,610,2,,2410,0,9386210.00000000000,0.81280,0,0
2522,0,622,2,,2422,0,28078700.00000000000,0.82990,0,0
2746,0,846,2,,2646,0,12333500.00000000000,0.81620,0,0
2518,0,618,2,,2418,0,13569400.00000000000,0.90730,0,0
2819,0,919,2,,2719,0,14030100.00000000000,0.90670,0,0
2524,0,624,2,,2424,0,46533900.00000000000,0.85670,0,139
2519,0,619,2,,2419,0,18688100.00000000000,0.80120,0,0
2608,0,708,2,,2508,0,10846600.00000000000,0.78110,0,0
1965,0,65,2,,1865,0,21792900.00000000000,0.91760,0,217
1962,0,62,2,,1862,0,26121800.00000000000,0.83430,0,0
2704,0,804,2,,2604,0,14254700.00000000000,0.70700,0,0
2544,0,644,2,,2444,0,45034600.00000000000,0.97360,0,0
2535,0,635,2,,2435,0,5680970.00000000000,0.74110,0,44
2538,0,638,2,,2438,0,2639740.00000000000,0.66220,0,0
2582,0,682,2,,2482,0,19991200.00000000000,0.47610,0,0
2539,0,639,2,,2439,0,10018700.00000000000,0.72920,0,110
2585,0,685,2,,2485,0,5845680.00000000000,0.69180,0,121
2530,0,630,2,,2430,0,5134910.00000000000,0.88590,0,0
2564,0,664,2,,2464,0,12257000.00000000000,0.77320,0,0
2547,0,647,2,,2447,0,11966000.00000000000,0.65210,0,210
2566,0,666,2,,2466,0,4822680.00000000000,0.79660,0,258
2548,0,648,2,,2448,0,7204900.00000000000,0.79730,0,0
2567,0,667,2,,2467,0,8639260.00000000000,0.77890,0,135
2597,0,697,2,,2497,0,7197350.00000000000,0.72240,0,0
2561,0,661,2,,2461,0,13525400.00000000000,0.73850,0,0
2601,0,701,2,,2501,0,14150100.00000000000,0.77570,0,0
2600,0,700,2,,2500,0,17665900.00000000000,0.79620,0,0
2562,0,662,2,,2462,0,12018900.00000000000,0.67100,0,0
2599,0,699,2,,2499,0,24893200.00000000000,0.74380,0,0
2565,0,665,2,,2465,0,17906600.00000000000,0.71990,0,113
2590,0,690,2,,2490,0,8439680.00000000000,0.69590,0,0
2591,0,691,2,,2491,0,5173980.00000000000,0.72550,0,0
2568,0,668,2,,2468,0,2561450.00000000000,0.75110,0,0
2592,0,692,2,,2492,0,4168470.00000000000,0.77440,0,0
2579,0,679,2,,2479,0,7075290.00000000000,0.77050,0,1318
2669,0,769,2,,2569,0,3882530.00000000000,0.63920,0,235
2583,0,683,2,,2483,0,14100100.00000000000,0.56060,0,0
2588,0,688,2,,2488,0,7191440.00000000000,0.85310,0,163
2587,0,687,2,,2487,0,6599170.00000000000,0.72000,0,90
2584,0,684,2,,2484,0,7075030.00000000000,0.76600,0,15
2586,0,686,2,,2486,0,5619200.00000000000,0.68090,0,68
2589,0,689,2,,2489,0,4171340.00000000000,0.67990,0,93
2594,0,694,2,,2494,0,8577130.00000000000,0.72960,0,5
2657,0,757,2,,2557,0,6510960.00000000000,0.74530,0,46
2664,0,764,2,,2564,0,2282910.00000000000,0.43860,0,14
2595,0,695,2,,2495,0,8604780.00000000000,0.78390,0,22
2593,0,693,2,,2493,0,6718420.00000000000,0.77440,0,0
2652,0,752,2,,2552,0,8752180.00000000000,0.81120,0,37
2598,0,698,2,,2498,0,6493200.00000000000,0.03700,0,0
2618,0,718,2,,2518,0,6458410.00000000000,0.72480,0,0
2617,0,717,2,,2517,0,1835200.00000000000,0.83550,0,0
2813,0,913,2,,2713,0,5597690.00000000000,0.75930,0,0
2615,0,715,2,,2515,0,4751540.00000000000,0.80200,0,0
2614,0,714,2,,2514,0,7037370.00000000000,0.75170,0,0
2613,0,713,2,,2513,0,4316380.00000000000,0.73500,0,0
2612,0,712,2,,2512,0,6727800.00000000000,0.76140,0,0
2610,0,710,2,,2510,0,7860610.00000000000,0.72800,0,0
2609,0,709,2,,2509,0,14082200.00000000000,0.92520,0,0
2636,0,736,2,,2536,0,7617570.00000000000,0.76420,0,0
2728,0,828,2,,2628,0,6564210.00000000000,0.75330,0,0
2611,0,711,2,,2511,0,2237590.00000000000,0.87280,0,0
2633,0,733,2,,2533,0,10542700.00000000000,0.70040,0,0
2632,0,732,2,,2532,0,6246990.00000000000,0.77520,0,0
2629,0,729,2,,2529,0,4199590.00000000000,0.70210,0,32
2628,0,728,2,,2528,0,7012670.00000000000,0.76840,0,0
2622,0,722,2,,2522,0,9168200.00000000000,0.78760,0,0
2620,0,720,2,,2520,0,2816960.00000000000,0.75810,0,0
2621,0,721,2,,2521,0,7614180.00000000000,0.77760,0,0
2619,0,719,2,,2519,0,6595480.00000000000,0.70450,0,0
2785,0,885,2,,2685,0,976321.00000000000,0.78510,0,0
2623,0,723,2,,2523,0,9010110.00000000000,0.78540,0,0
2631,0,731,2,,2531,0,7316310.00000000000,0.69710,0,0
2648,0,748,2,,2548,0,10337300.00000000000,0.75600,0,14
2627,0,727,2,,2527,0,1772030.00000000000,0.85790,0,0
2630,0,730,2,,2530,0,4422030.00000000000,0.67970,0,7
2638,0,738,2,,2538,0,6979750.00000000000,0.74840,0,0
2635,0,735,2,,2535,0,9536270.00000000000,0.66920,0,0
2634,0,734,2,,2534,0,7414400.00000000000,0.70210,0,0
2696,0,796,2,,2596,0,14343800.00000000000,0.75240,0,0
2729,0,829,2,,2629,0,8857370.00000000000,0.74670,0,0
2637,0,737,2,,2537,0,5235230.00000000000,0.73410,0,0
2699,0,799,2,,2599,0,9404800.00000000000,0.77000,0,0
2639,0,739,2,,2539,0,10598300.00000000000,0.69520,0,0
2643,0,743,2,,2543,0,6635570.00000000000,0.74470,0,0
2642,0,742,2,,2542,0,7163260.00000000000,0.75430,0,0
2641,0,741,2,,2541,0,1609140.00000000000,0.74400,0,0
2690,0,790,2,,2590,0,7236450.00000000000,0.75140,0,21
2689,0,789,2,,2589,0,12325700.00000000000,0.72660,0,0
2694,0,794,2,,2594,0,3390700.00000000000,0.80060,0,17
2776,0,876,2,,2676,0,5762590.00000000000,0.73810,0,0
2688,0,788,2,,2588,0,8936200.00000000000,0.76290,0,6
2658,0,758,2,,2558,0,4168320.00000000000,0.67010,0,88
2656,0,756,2,,2556,0,8670330.00000000000,0.70430,0,0
2665,0,765,2,,2565,0,1496700.00000000000,0.62180,0,180
2680,0,780,2,,2580,0,1831060.00000000000,0.75890,0,0
2659,0,759,2,,2559,0,5482660.00000000000,0.63620,0,114
2678,0,778,2,,2578,0,13352300.00000000000,0.69480,0,0
2660,0,760,2,,2560,0,7087520.00000000000,0.74890,0,98
2675,0,775,2,,2575,0,8061590.00000000000,0.72170,0,38
2663,0,763,2,,2563,0,3663360.00000000000,0.80620,0,0
2662,0,762,2,,2562,0,10236100.00000000000,0.62400,0,0
2666,0,766,2,,2566,0,10697200.00000000000,0.66310,0,0
2667,0,767,2,,2567,0,6667280.00000000000,0.93990,0,130
1977,0,77,2,,1877,0,4260200.00000000000,0.67750,0,0
2677,0,777,2,,2577,0,13696000.00000000000,0.74420,0,7
2681,0,781,2,,2581,0,9783160.00000000000,0.63710,0,0
1978,0,78,2,,1878,0,11211200.00000000000,0.76790,0,0
2683,0,783,2,,2583,0,10524900.00000000000,0.51010,0,0
2691,0,791,2,,2591,0,9598070.00000000000,0.70450,0,0
2693,0,793,2,,2593,0,3218820.00000000000,0.75100,0,10
2692,0,792,2,,2592,0,11383200.00000000000,0.73780,0,0
2698,0,798,2,,2598,0,23612300.00000000000,0.93140,0,0
2772,0,872,2,,2672,0,15954500.00000000000,0.75950,0,0
2771,0,871,2,,2671,0,14242000.00000000000,0.76270,0,0
2701,0,801,2,,2601,0,855722.00000000000,0.62830,0,0
2703,0,803,2,,2603,0,11108900.00000000000,0.80860,0,0
2750,0,850,2,,2650,0,8168630.00000000000,0.80860,0,0
2749,0,849,2,,2649,0,7972020.00000000000,0.80970,0,0
2726,0,826,2,,2626,0,13843100.00000000000,0.77500,0,0
2706,0,806,2,,2606,0,17830000.00000000000,0.61580,0,0
2725,0,825,2,,2625,0,14889400.00000000000,0.83750,0,0
2707,0,807,2,,2607,0,10863700.00000000000,0.79140,0,0
2723,0,823,2,,2623,0,16256700.00000000000,0.79570,0,0
2720,0,820,2,,2620,0,41962800.00000000000,0.83120,0,213
2711,0,811,2,,2611,0,6509830.00000000000,0.98250,0,0
2712,0,812,2,,2612,0,11480100.00000000000,0.91840,0,0
2799,0,899,2,,2699,0,41207900.00000000000,0.85260,0,0
2718,0,818,2,,2618,0,25748900.00000000000,0.86270,0,0
2719,0,819,2,,2619,0,34488900.00000000000,0.84010,0,0
2721,0,821,2,,2621,0,18714300.00000000000,0.21670,0,0
2722,0,822,2,,2622,0,11826900.00000000000,0.84080,0,0
2735,0,835,2,,2635,0,19333600.00000000000,0.85570,0,0
2724,0,824,2,,2624,0,11437000.00000000000,0.92070,0,0
2734,0,834,2,,2634,0,28759700.00000000000,0.82390,0,0
2732,0,832,2,,2632,0,12312300.00000000000,0.79560,0,0
2731,0,831,2,,2631,0,13719300.00000000000,0.74520,0,0
2730,0,830,2,,2630,0,13427300.00000000000,0.83810,0,0
2748,0,848,2,,2648,0,27942800.00000000000,0.77350,0,139
2733,0,833,2,,2633,0,27335200.00000000000,0.83770,0,0
2747,0,847,2,,2647,0,28779700.00000000000,0.89750,0,0
2816,0,916,2,,2716,0,15611600.00000000000,0.80740,0,0
2752,0,852,2,,2652,0,14428600.00000000000,0.78680,0,0
1995,0,95,2,,1895,0,2791040.00000000000,0.84810,0,0
2770,0,870,2,,2670,0,18349800.00000000000,0.85980,0,0
2751,0,851,2,,2651,0,13606900.00000000000,0.68700,0,0
2768,0,868,2,,2668,0,17990300.00000000000,0.86970,0,0
2754,0,854,2,,2654,0,15608500.00000000000,0.76980,0,0
2763,0,863,2,,2663,0,12749100.00000000000,0.82730,0,0
2765,0,865,2,,2665,0,12272400.00000000000,0.83290,0,0
2766,0,866,2,,2666,0,11640700.00000000000,0.96740,0,0
2769,0,869,2,,2669,0,18707200.00000000000,0.82230,0,0
2774,0,874,2,,2674,0,19882100.00000000000,0.71420,0,0
2778,0,878,2,,2678,0,7571770.00000000000,0.67730,0,0
2798,0,898,2,,2698,0,8553980.00000000000,0.84520,0,0
1993,0,93,2,,1893,0,4912020.00000000000,0.79480,0,0
1999,0,99,2,,1899,0,4824460.00000000000,0.77800,0,0
2807,0,907,2,,2707,0,17714000.00000000000,0.90370,0,0
2806,0,906,2,,2706,0,6144200.00000000000,0.74520,0,108
2808,0,908,2,,2708,0,3731380.00000000000,0.80280,0,0
2821,0,921,2,,2721,0,3047400.00000000000,0.72290,0,0
2809,0,909,2,,2709,0,4392330.00000000000,0.76020,0,0
2820,0,920,2,,2720,0,17782200.00000000000,0.92130,0,0
2823,0,923,2,,2723,0,9354490.00000000000,0.84090,0,0
2815,0,915,2,,2715,0,42431600.00000000000,0.94990,0,0
1903,0,3,2,,1803,0,2759330.00000000000,0.00110,0,0
2803,0,903,2,,2703,0,23741100.00000000000,0.99320,0,0
1943,0,43,2,,1843,0,23846100.00000000000,0.99750,0,0
2779,0,879,2,,2679,0,1722640.00000000000,0.78260,0,0
2061,0,161,2,,1961,0,1268770.00000000000,0.77150,0,0
2060,0,160,2,,1960,0,256320.00000000000,0.67560,0,0
2065,0,165,2,,1965,0,12608900.00000000000,0.94640,0,0
2645,0,745,2,,2545,0,13407600.00000000000,0.88260,0,0
2481,0,581,2,,2381,0,36366400.00000000000,0.86740,0,0
2715,0,815,2,,2615,0,29565400.00000000000,0.95470,0,0
2811,0,911,2,,2711,0,18179500.00000000000,0.89920,0,0
2495,0,595,2,,2395,0,22983800.00000000000,0.89990,0,0
2697,0,797,2,,2597,0,4871980.00000000000,0.94160,0,0
2702,0,802,2,,2602,0,377927.00000000000,0.64190,0,0
2753,0,853,2,,2653,0,13886400.00000000000,0.88960,0,0
2818,0,918,2,,2718,0,10717000.00000000000,0.74300,0,0
2817,0,917,2,,2717,0,10969200.00000000000,0.85160,0,0
2775,0,875,2,,2675,0,5033710.00000000000,0.73810,0,0
2773,0,873,2,,2673,0,1806870.00000000000,0.74470,0,0
2123,0,223,2,,2023,0,5309430.00000000000,0.62070,0,92
2127,0,227,2,,2027,0,3543500.00000000000,0.84850,0,349
2144,0,244,2,,2044,0,4186530.00000000000,0.85180,0,967
2145,0,245,2,,2045,0,4312500.00000000000,0.76630,0,372
2826,0,926,2,,2726,0,20514900.00000000000,0.86270,0,0
2824,0,924,2,,2724,0,11671900.00000000000,0.89190,0,29
2825,0,925,2,,2725,0,3712260.00000000000,0.87620,0,0
2827,0,927,2,,2727,0,2285460.00000000000,0.85330,0,0
2828,0,928,2,,2728,0,3639300.00000000000,0.77790,0,0
2829,0,929,2,,2729,0,5591990.00000000000,0.76210,0,0
2830,0,930,2,,2730,0,450381.00000000000,0.76210,0,0
2053,0,153,2,,1953,0,1711770.00000000000,0.77800,0,0
2831,0,931,2,,2731,0,6052820.00000000000,0.79920,0,0
2049,0,149,2,,1949,0,9026650.00000000000,0.75560,0,7
2087,0,187,2,,1987,0,11258700.00000000000,0.81330,0,0
2832,0,932,2,,2732,0,10731500.00000000000,0.89830,0,0
1938,0,38,2,,1838,0,12342800.00000000000,0.73110,0,0
2283,0,383,2,,2183,0,1378860.00000000000,0.79720,0,0
2263,0,363,2,,2163,0,1427000.00000000000,0.75190,0,145
2217,0,317,2,,2117,0,3586390.00000000000,0.75010,0,0
1982,0,82,2,,1882,0,9603080.00000000000,0.88990,0,228
2167,0,267,2,,2067,0,2246300.00000000000,0.67480,0,0
2173,0,273,2,,2073,0,2461920.00000000000,0.73940,0,0
2409,0,509,2,,2309,0,3671010.00000000000,0.91770,0,0
2412,0,512,2,,2312,0,5323060.00000000000,0.81840,0,0
2430,0,530,2,,2330,0,8921350.00000000000,0.87550,0,0
2836,0,936,2,,2736,0,10823900.00000000000,0.77040,0,0
2837,0,937,2,,2737,0,11334700.00000000000,0.85100,0,0
2461,0,561,2,,2361,0,30660900.00000000000,0.84260,0,0
2838,0,938,2,,2738,0,3821900.00000000000,0.71020,0,0
2671,0,771,2,,2571,0,2876860.00000000000,0.83170,0,97
2264,0,364,2,,2164,0,2255240.00000000000,0.83170,0,97
2605,0,705,2,,2505,0,3383120.00000000000,0.68720,0,0
2672,0,772,2,,2572,0,3666490.00000000000,0.83170,0,97
2604,0,704,2,,2504,0,1388310.00000000000,0.68720,0,0
2559,0,659,2,,2459,0,7344670.00000000000,0.90350,0,0
2840,0,940,2,,2740,0,710868.00000000000,0.68720,0,0
2545,0,645,2,,2445,0,2631200.00000000000,0.65210,0,210
2549,0,649,2,,2449,0,3089550.00000000000,0.61820,0,0
2533,0,633,2,,2433,0,2236150.00000000000,0.61820,0,0
2841,0,941,2,,2741,0,10521000.00000000000,0.78080,0,0
2277,0,377,2,,2177,0,597547.00000000000,0.53600,0,15
2800,0,900,2,,2700,0,871429.00000000000,0.55450,0,135
2842,0,942,2,,2742,0,584810.00000000000,0.32580,0,356
2668,0,768,2,,2568,0,2604350.00000000000,0.77380,0,162
2577,0,677,2,,2477,0,5281590.00000000000,0.65920,0,1006
2573,0,673,2,,2473,0,4689970.00000000000,0.61440,0,284
2570,0,670,2,,2470,0,16565200.00000000000,0.17640,0,0
2576,0,676,2,,2476,0,10689000.00000000000,0.64220,0,44
2541,0,641,2,,2441,0,1539280.00000000000,0.65210,0,210
2709,0,809,2,,2609,0,12153100.00000000000,0.87710,0,0
2708,0,808,2,,2608,0,12175600.00000000000,0.88840,0,0
2297,0,397,2,,2197,0,855066.00000000000,0.70360,0,212
2284,0,384,2,,2184,0,860396.00000000000,0.58590,0,0
2843,0,943,2,,2743,0,1746030.00000000000,0.84850,0,349
2844,0,944,2,,2744,0,4832580.00000000000,0.83810,0,0
2401,0,501,2,,2301,0,5732250.00000000000,0.70090,0,0
2846,0,946,2,,2746,0,1350080.00000000000,0.77550,0,0
2848,0,948,2,,2748,0,1415870.00000000000,0.64770,0,0
2847,0,947,2,,2747,0,1896880.00000000000,0.64770,0,0
2849,0,949,2,,2749,0,603340.00000000000,0.73430,0,0
2185,0,285,2,,2085,0,1227870.00000000000,0.70350,0,0
2253,0,353,2,,2153,0,705826.00000000000,0.77970,0,0
2255,0,355,2,,2155,0,1893450.00000000000,0.70580,0,3
2247,0,347,2,,2147,0,4061540.00000000000,0.80250,0,0
2245,0,345,2,,2145,0,10860300.00000000000,0.80250,0,0
2647,0,747,2,,2547,0,2648120.00000000000,0.88260,0,0
2644,0,744,2,,2544,0,2351280.00000000000,0.88260,0,0
2850,0,950,2,,2750,0,9962410.00000000000,0.95840,0,0
2851,0,951,2,,2751,0,6597960.00000000000,0.78880,0,0
2389,0,489,2,,2289,0,8714410.00000000000,0.82460,0,0
2853,0,953,2,,2753,0,2517080.00000000000,0.77790,0,0
1994,0,94,2,,1894,0,4594080.00000000000,0.76550,0,0
2805,0,905,2,,2705,0,10299300.00000000000,0.84570,0,0
2804,0,904,2,,2704,0,10919000.00000000000,0.79380,0,0
2761,0,861,2,,2661,0,16455200.00000000000,0.76120,0,0
2700,0,800,2,,2600,0,12022100.00000000000,0.84080,0,0
1906,0,6,2,,1806,0,3014770.00000000000,0.75990,0,0
2085,0,185,2,,1985,0,1658660.00000000000,0.84690,0,0
2187,0,287,2,,2087,0,2587240.00000000000,0.63810,0,11
2228,0,328,2,,2128,0,998710.00000000000,0.79580,0,117
2810,0,910,2,,2710,0,3484190.00000000000,0.77220,0,0
2835,0,935,2,,2735,0,3449190.00000000000,0.83910,0,0
2408,0,508,2,,2308,0,1335270.00000000000,0.76880,0,0
2536,0,636,2,,2436,0,1745530.00000000000,0.92510,0,0
2616,0,716,2,,2516,0,5117480.00000000000,0.76810,0,0
2812,0,912,2,,2712,0,4366380.00000000000,0.73740,0,0
2814,0,914,2,,2714,0,1375160.00000000000,0.75630,0,0
2743,0,843,2,,2643,0,12521700.00000000000,0.73850,0,0
2745,0,845,2,,2645,0,12020400.00000000000,0.72330,0,0
2757,0,857,2,,2657,0,15124500.00000000000,0.76870,0,0
2682,0,782,2,,2582,0,1282320.00000000000,0.72460,0,0
2901,0,1,3,1208600000001,2801,0,22197100.00000000000,0.90510,0,0
2910,0,10,3,1208600000010,2810,0,16113500.00000000000,0.72410,0,0
3000,0,100,3,1208600000100,2900,0,4736470.00000000000,0.76670,0,0
3900,0,1000,3,1208600001000,3800,0,1234420.00000000000,0.78800,0,0
3901,0,1001,3,1208600001001,3801,0,1244730.00000000000,0.89460,0,0
3902,0,1002,3,1208600001002,3802,0,5802060.00000000000,0.71130,0,0
3903,0,1003,3,1208600001003,3803,0,7200390.00000000000,0.73830,0,0
3904,0,1004,3,1208600001004,3804,0,8728810.00000000000,0.77870,0,0
3905,0,1005,3,1208600001005,3805,0,7244910.00000000000,0.29080,0,0
3906,0,1006,3,1208600001006,3806,0,6125500.00000000000,0.82680,0,0
3907,0,1007,3,1208600001007,3807,0,24503600.00000000000,0.82680,0,0
3908,0,1008,3,1208600001008,3808,0,14426400.00000000000,0.79840,0,0
3909,0,1009,3,1208600001009,3809,0,6219680.00000000000,0.71960,0,0
3001,0,101,3,1208600000101,2901,0,3968590.00000000000,0.67350,0,0
3910,0,1010,3,1208600001010,3810,0,3899940.00000000000,0.74300,0,0
3911,0,1011,3,1208600001011,3811,0,3597240.00000000000,0.79280,0,18
3912,0,1012,3,1208600001012,3812,0,4256940.00000000000,0.88340,0,0
3913,0,1013,3,1208600001013,3813,0,4383360.00000000000,0.78720,0,0
3914,0,1014,3,1208600001014,3814,0,10082800.00000000000,0.80590,0,0
3915,0,1015,3,1208600001015,3815,0,9609590.00000000000,0.80530,0,0
3916,0,1016,3,1208600001016,3816,0,10350200.00000000000,0.76410,0,0
3917,0,1017,3,1208600001017,3817,0,9851000.00000000000,0.75410,0,0
3918,0,1018,3,1208600001018,3818,0,4244370.00000000000,0.74400,0,0
3919,0,1019,3,1208600001019,3819,0,10133700.00000000000,0.41260,0,0
3002,0,102,3,1208600000102,2902,0,12068900.00000000000,0.76590,0,0
3920,0,1020,3,1208600001020,3820,0,6250150.00000000000,0.78270,0,0
3921,0,1021,3,1208600001021,3821,0,10386400.00000000000,0.79760,0,0
3922,0,1022,3,1208600001022,3822,0,2017960.00000000000,0.73920,0,0
3923,0,1023,3,1208600001023,3823,0,14761900.00000000000,0.05140,0,0
3924,0,1024,3,1208600001024,3824,0,7861350.00000000000,0.78660,0,0
3925,0,1025,3,1208600001025,3825,0,6493200.00000000000,0.73390,0,0
3926,0,1026,3,1208600001026,3826,0,6520220.00000000000,0.74060,0,0
3927,0,1027,3,1208600001027,3827,0,6659860.00000000000,0.73670,0,0
3928,0,1028,3,1208600001028,3828,0,9408200.00000000000,0.71250,0,42
3929,0,1029,3,1208600001029,3829,0,5350000.00000000000,0.69040,0,0
3003,0,103,3,1208600000103,2903,0,8066770.00000000000,0.73530,0,0
3930,0,1030,3,1208600001030,3830,0,14394500.00000000000,0.77470,0,0
3931,0,1031,3,1208600001031,3831,0,7589580.00000000000,0.77430,0,0
3932,0,1032,3,1208600001032,3832,0,4978050.00000000000,0.77050,0,0
3933,0,1033,3,1208600001033,3833,0,13929500.00000000000,0.56950,0,0
3934,0,1034,3,1208600001034,3834,0,2544480.00000000000,0.68430,0,0
3935,0,1035,3,1208600001035,3835,0,3123980.00000000000,0.68430,0,0
3936,0,1036,3,1208600001036,3836,0,4258980.00000000000,0.73760,0,0
3937,0,1037,3,1208600001037,3837,0,10246900.00000000000,0.75860,0,0
3938,0,1038,3,1208600001038,3838,0,10731300.00000000000,0.77050,0,0
3939,0,1039,3,1208600001039,3839,0,7556670.00000000000,0.73770,0,0
3004,0,104,3,1208600000104,2904,0,13076200.00000000000,0.40470,0,0
3940,0,1040,3,1208600001040,3840,0,6998150.00000000000,0.73050,0,31
3941,0,1041,3,1208600001041,3841,0,7022960.00000000000,0.71380,0,15
3942,0,1042,3,1208600001042,3842,0,7636390.00000000000,0.77130,0,0
3943,0,1043,3,1208600001043,3843,0,10192000.00000000000,0.73020,0,0
3944,0,1044,3,1208600001044,3844,0,12070500.00000000000,0.77760,0,0
3945,0,1045,3,1208600001045,3845,0,7916990.00000000000,0.74560,0,0
3946,0,1046,3,1208600001046,3846,0,6995390.00000000000,0.75510,0,24
3947,0,1047,3,1208600001047,3847,0,6225970.00000000000,0.71990,0,56
3948,0,1048,3,1208600001048,3848,0,1147610.00000000000,0.68370,0,0
3949,0,1049,3,1208600001049,3849,0,1238180.00000000000,0.71860,0,0
3005,0,105,3,1208600000105,2905,0,10152400.00000000000,0.84060,0,0
