TAZ_REG,TAZ_OLD05,TAZ_MPO,COUNTY,CENSUSTAZ,TAZ_BF,FIX,AREA,F_NETAREA,CBD,HM_ROOMS
270,270,270,1,,0,0,13132100.00000000000,0.83210,0,0
269,269,269,1,,0,0,7382580.00000000000,0.83620,0,0
1003,1003,1003,1,,0,0,2558520.00000000000,0.79680,0,0
257,257,257,1,,0,0,30549000.00000000000,0.29200,0,0
268,268,268,1,,0,0,9593470.00000000000,0.38870,0,0
267,267,267,1,,0,0,6155580.00000000000,0.69380,0,0
274,274,274,1,,0,0,7214000.00000000000,0.90990,0,0
282,282,282,1,,0,0,14719400.00000000000,0.87460,0,0
281,281,281,1,,0,0,6356650.00000000000,0.75830,0,0
278,278,278,1,,0,0,7067500.00000000000,0.81420,0,0
921,921,921,1,,0,0,10398500.00000000000,0.93620,0,0
876,876,876,1,,0,0,2010190.00000000000,0.92900,0,0
337,337,337,1,,0,0,41203500.00000000000,0.35320,0,0
994,994,994,1,,0,0,18712800.00000000000,0.76490,0,0
990,990,990,1,,0,0,24124000.00000000000,0.89530,0,0
991,991,991,1,,0,0,20523400.00000000000,0.89310,0,0
273,273,273,1,,0,0,3798770.00000000000,0.94630,0,0
272,272,272,1,,0,0,4206140.00000000000,0.79430,0,0
271,271,271,1,,0,0,4523540.00000000000,0.71840,0,0
265,265,265,1,,0,0,9238980.00000000000,0.77660,0,0
266,266,266,1,,0,0,6838800.00000000000,0.71980,0,0
730,730,730,1,,0,0,29543600.00000000000,0.85530,0,0
286,286,286,1,,0,0,6583610.00000000000,0.83750,0,0
993,993,993,1,,0,0,8194840.00000000000,0.84580,0,0
287,287,287,1,,0,0,7191960.00000000000,0.81210,0,0
295,295,295,1,,0,0,7217800.00000000000,0.78720,0,0
927,927,927,1,,0,0,7125440.00000000000,0.81900,0,0
296,296,296,1,,0,0,7100810.00000000000,0.81350,0,0
338,338,338,1,,0,0,10302700.00000000000,0.82170,0,0
309,309,309,1,,0,0,8842000.00000000000,0.84770,0,0
1736,1004,1736,1,,0,0,5298790.00000000000,0.59720,0,0
992,992,992,1,,0,0,6877790.00000000000,0.82770,0,0
1007,1007,1007,1,,0,0,8428990.00000000000,0.88080,0,0
728,728,728,1,,0,0,11936300.00000000000,0.78890,0,0
264,264,264,1,,0,0,12861100.00000000000,0.88300,0,0
311,311,311,1,,0,0,3861350.00000000000,0.82630,0,0
262,262,262,1,,0,0,6248620.00000000000,0.69400,0,91
259,259,259,1,,0,0,10518500.00000000000,0.49750,0,0
310,310,310,1,,0,0,4829330.00000000000,0.69640,0,0
995,995,995,1,,0,0,11787100.00000000000,0.82610,0,0
998,998,998,1,,0,0,47688900.00000000000,0.88260,0,0
923,923,923,1,,0,0,3081530.00000000000,0.89800,0,0
997,997,997,1,,0,0,29303800.00000000000,0.88910,0,0
996,996,996,1,,0,0,12392600.00000000000,0.88450,0,0
263,263,263,1,,0,0,1785740.00000000000,0.85700,0,0
307,307,307,1,,0,0,3610540.00000000000,0.77520,0,0
1626,1626,1626,1,,0,0,616680000.00000000000,0.94010,0,0
340,340,340,1,,0,0,39401600.00000000000,0.07670,0,0
734,734,734,1,,0,0,22361300.00000000000,0.88440,0,0
735,735,735,1,,0,0,41347300.00000000000,0.90620,0,0
1002,1002,1002,1,,0,0,17532800.00000000000,0.89780,0,0
924,924,924,1,,0,0,7184780.00000000000,0.81680,0,0
1760,292,1760,1,,0,0,7323000.00000000000,0.84160,0,0
726,726,726,1,,0,0,115806000.00000000000,0.92190,0,0
299,299,299,1,,0,0,7336280.00000000000,0.75130,0,0
258,258,258,1,,0,0,23282200.00000000000,0.46010,0,441
304,304,304,1,,0,0,7238230.00000000000,0.83830,0,0
312,312,312,1,,0,0,7726190.00000000000,0.83800,0,0
314,314,314,1,,0,0,16863000.00000000000,0.75020,0,0
1001,1001,1001,1,,0,0,6633050.00000000000,0.87640,0,0
293,293,293,1,,0,0,7121720.00000000000,0.85420,0,0
300,300,300,1,,0,0,7081770.00000000000,0.77560,0,0
301,301,301,1,,0,0,7117010.00000000000,0.83000,0,0
302,302,302,1,,0,0,7225190.00000000000,0.71490,0,0
999,999,999,1,,0,0,29158000.00000000000,0.93700,0,0
1000,1000,1000,1,,0,0,29488900.00000000000,0.92900,0,0
877,877,877,1,,0,0,29543000.00000000000,0.94360,0,0
331,331,331,1,,0,0,12135700.00000000000,0.78850,0,48
313,313,313,1,,0,0,5070100.00000000000,0.89840,0,0
341,341,341,1,,0,0,15359500.00000000000,0.87720,0,0
315,315,315,1,,0,0,4010730.00000000000,0.69990,0,0
1012,1012,1012,1,,0,0,13276000.00000000000,0.79950,0,0
1015,1015,1015,1,,0,0,13002800.00000000000,0.82250,0,0
928,928,928,1,,0,0,4458570.00000000000,0.62570,0,0
929,929,929,1,,0,0,7213070.00000000000,0.74470,0,0
334,334,334,1,,0,0,7244810.00000000000,0.73810,0,0
329,329,329,1,,0,0,7164870.00000000000,0.84830,0,0
325,325,325,1,,0,0,7167450.00000000000,0.81620,0,0
322,322,322,1,,0,0,7094090.00000000000,0.80060,0,0
343,343,343,1,,0,0,6536120.00000000000,0.72910,0,0
344,344,344,1,,0,0,8489040.00000000000,0.72320,0,114
1014,1014,1014,1,,0,0,5864720.00000000000,0.84650,0,0
1013,1013,1013,1,,0,0,7187940.00000000000,0.77620,0,0
1017,1017,1017,1,,0,0,7642130.00000000000,0.89530,0,0
1016,1016,1016,1,,0,0,5541830.00000000000,0.82540,0,0
376,376,376,1,,0,0,4084400.00000000000,0.71240,0,0
1095,1095,1095,1,,0,0,49450400.00000000000,0.91210,0,0
1094,1094,1094,1,,0,0,29388700.00000000000,0.91830,0,0
878,878,878,1,,0,0,57176800.00000000000,0.96900,0,0
1020,1020,1020,1,,0,0,28040900.00000000000,0.96090,0,0
737,737,737,1,,0,0,30338200.00000000000,0.87570,0,0
353,353,353,1,,0,0,2564840.00000000000,0.85360,0,0
328,328,328,1,,0,0,7091220.00000000000,0.80040,0,0
352,352,352,1,,0,0,17830300.00000000000,0.86110,0,0
356,356,356,1,,0,0,7139850.00000000000,0.77620,0,0
377,377,377,1,,0,0,2675420.00000000000,0.65570,1,28
362,362,362,1,,0,0,7245800.00000000000,0.82600,0,0
364,364,364,1,,0,0,6398770.00000000000,0.82380,0,0
365,365,365,1,,0,0,7598660.00000000000,0.03500,0,0
346,346,346,1,,0,0,14856100.00000000000,0.87060,0,19
345,345,345,1,,0,0,16153100.00000000000,0.80000,0,0
383,383,383,1,,0,0,7815720.00000000000,0.38380,0,106
738,738,738,1,,0,0,23804000.00000000000,0.80880,0,0
378,378,378,1,,0,0,5167090.00000000000,0.69820,1,29
327,327,327,1,,0,0,3579420.00000000000,0.72330,0,0
354,354,354,1,,0,0,3587730.00000000000,0.70410,0,0
357,357,357,1,,0,0,3585190.00000000000,0.79000,0,0
361,361,361,1,,0,0,3536430.00000000000,0.85340,0,0
360,360,360,1,,0,0,3198630.00000000000,0.77070,0,8
366,366,366,1,,0,0,9898680.00000000000,0.32910,0,0
369,369,369,1,,0,0,6734540.00000000000,0.75190,0,0
372,372,372,1,,0,0,8983040.00000000000,0.71880,0,0
379,379,379,1,,0,0,5821870.00000000000,0.68290,0,209
336,336,336,1,,0,0,3645800.00000000000,0.77880,0,0
1023,1023,1023,1,,0,0,107989000.00000000000,0.96340,0,0
1022,1022,1022,1,,0,0,68861500.00000000000,0.91940,0,0
930,930,930,1,,0,0,12166800.00000000000,0.77020,0,0
351,351,351,1,,0,0,14828700.00000000000,0.84910,0,0
367,367,367,1,,0,0,27589700.00000000000,0.65530,0,0
348,348,348,1,,0,0,14051100.00000000000,0.86340,0,0
347,347,347,1,,0,0,25217000.00000000000,0.83470,0,0
368,368,368,1,,0,0,11145200.00000000000,0.72330,0,0
1025,1025,1025,1,,0,0,21564000.00000000000,0.72540,0,0
373,373,373,1,,0,0,12083700.00000000000,0.66760,0,0
1024,1024,1024,1,,0,0,21094700.00000000000,0.86580,0,0
380,380,380,1,,0,0,2568400.00000000000,0.64480,0,37
931,931,931,1,,0,0,10062900.00000000000,0.85860,0,0
393,393,393,1,,0,0,4792480.00000000000,0.77510,0,10
741,741,741,1,,0,0,30431700.00000000000,0.94000,0,0
740,740,740,1,,0,0,16288900.00000000000,0.88040,0,0
941,941,941,1,,0,0,6135800.00000000000,0.80500,0,0
438,438,438,1,,0,0,3562460.00000000000,0.85600,0,0
940,940,940,1,,0,0,4334190.00000000000,0.85860,0,0
436,436,436,1,,0,0,10098500.00000000000,0.89180,0,0
413,413,413,1,,0,0,9377130.00000000000,0.76890,0,0
412,412,412,1,,0,0,8859470.00000000000,0.79390,0,0
410,410,410,1,,0,0,5632830.00000000000,0.71310,0,0
408,408,408,1,,0,0,13400800.00000000000,0.71260,0,0
406,406,406,1,,0,0,16867200.00000000000,0.70960,0,0
395,395,395,1,,0,0,15678600.00000000000,0.75890,0,154
943,943,943,1,,0,0,18059500.00000000000,0.89360,0,0
437,437,437,1,,0,0,27372500.00000000000,0.85860,0,0
942,942,942,1,,0,0,29521600.00000000000,0.87510,0,0
396,396,396,1,,0,0,9272280.00000000000,0.34910,0,14
387,387,387,1,,0,0,17433900.00000000000,0.47030,0,270
397,397,397,1,,0,0,14464100.00000000000,0.75890,0,189
407,407,407,1,,0,0,8217610.00000000000,0.72420,0,0
409,409,409,1,,0,0,3362340.00000000000,0.74630,0,0
414,414,414,1,,0,0,6839620.00000000000,0.85870,0,0
434,434,434,1,,0,0,6980860.00000000000,0.89720,0,0
418,418,418,1,,0,0,22263000.00000000000,0.93180,0,0
398,398,398,1,,0,0,6529640.00000000000,0.69480,0,92
417,417,417,1,,0,0,12168000.00000000000,0.75330,0,0
399,399,399,1,,0,0,21155700.00000000000,0.80740,0,0
440,440,440,1,,0,0,15125800.00000000000,0.89190,0,0
416,416,416,1,,0,0,7132460.00000000000,0.84510,0,0
439,439,439,1,,0,0,16765000.00000000000,0.75320,0,0
432,432,432,1,,0,0,14940900.00000000000,0.86620,0,0
932,932,932,1,,0,0,6902140.00000000000,0.81660,0,0
742,742,742,1,,0,0,156766000.00000000000,0.95560,0,0
934,934,934,1,,0,0,8936890.00000000000,0.78600,0,0
945,945,945,1,,0,0,14717100.00000000000,0.86240,0,0
933,933,933,1,,0,0,4116750.00000000000,0.75520,0,0
431,431,431,1,,0,0,6831360.00000000000,0.86710,0,0
430,430,430,1,,0,0,7210730.00000000000,0.87780,0,0
419,419,419,1,,0,0,3883020.00000000000,0.92880,0,0
405,405,405,1,,0,0,2755030.00000000000,0.59790,0,0
402,402,402,1,,0,0,10999900.00000000000,0.84290,0,0
426,426,426,1,,0,0,7077520.00000000000,0.85500,0,0
423,423,423,1,,0,0,4139410.00000000000,0.79200,0,0
1029,1029,1029,1,,0,0,13677000.00000000000,0.88820,0,0
937,937,937,1,,0,0,4710930.00000000000,0.78590,0,0
441,441,441,1,,0,0,9833830.00000000000,0.78460,0,0
1027,1027,1027,1,,0,0,14665500.00000000000,0.87040,0,0
420,420,420,1,,0,0,3605590.00000000000,0.95890,0,0
404,404,404,1,,0,0,7554690.00000000000,0.72090,0,0
403,403,403,1,,0,0,11783000.00000000000,0.78720,0,0
935,935,935,1,,0,0,1919260.00000000000,0.85350,0,161
427,427,427,1,,0,0,7239900.00000000000,0.72960,0,0
1030,1030,1030,1,,0,0,20709000.00000000000,0.95950,0,0
948,948,948,1,,0,0,10453700.00000000000,0.84280,0,0
1744,1028,1744,1,,0,0,11256000.00000000000,0.96130,0,0
936,936,936,1,,0,0,1797330.00000000000,0.62220,0,152
388,388,388,1,,0,0,13661600.00000000000,0.59220,0,15
939,939,939,1,,0,0,6877850.00000000000,0.77340,0,0
938,938,938,1,,0,0,3446090.00000000000,0.77460,0,0
484,484,484,1,,0,0,2897040.00000000000,0.94910,0,0
482,482,482,1,,0,0,5361990.00000000000,0.92060,0,0
483,483,483,1,,0,0,8766780.00000000000,0.79120,0,0
502,502,502,1,,0,0,12043800.00000000000,0.71070,0,0
503,503,503,1,,0,0,2887790.00000000000,0.73810,0,0
481,481,481,1,,0,0,7011660.00000000000,0.95490,0,0
480,480,480,1,,0,0,6795290.00000000000,0.79950,0,0
443,443,443,1,,0,0,11179300.00000000000,0.86750,0,0
951,951,951,1,,0,0,7258230.00000000000,0.84510,0,0
479,479,479,1,,0,0,13506000.00000000000,0.84410,0,0
444,444,444,1,,0,0,13841100.00000000000,0.84190,0,0
746,746,746,1,,0,0,11160900.00000000000,0.98010,0,0
504,504,504,1,,0,0,3889520.00000000000,0.77250,0,0
747,747,747,1,,0,0,85229200.00000000000,0.94270,0,0
487,487,487,1,,0,0,4337660.00000000000,0.81890,0,0
506,506,506,1,,0,0,1319170.00000000000,0.66170,0,100
507,507,507,1,,0,0,952644.00000000000,0.72160,0,0
501,501,501,1,,0,0,2089080.00000000000,0.65950,0,100
975,975,975,1,,0,0,5223210.00000000000,0.66390,0,0
446,446,446,1,,0,0,7086870.00000000000,0.82060,0,0
449,449,449,1,,0,0,9950950.00000000000,0.90450,0,0
955,955,955,1,,0,0,5996090.00000000000,0.78270,0,0
448,448,448,1,,0,0,7077220.00000000000,0.80530,0,0
952,952,952,1,,0,0,7335490.00000000000,0.85380,0,0
450,450,450,1,,0,0,6453960.00000000000,0.81250,0,0
490,490,490,1,,0,0,9842440.00000000000,0.85810,0,0
389,389,389,1,,0,0,9659170.00000000000,0.75880,0,0
508,508,508,1,,0,0,13876700.00000000000,0.71110,0,0
510,510,510,1,,0,0,3817770.00000000000,0.74730,0,35
509,509,509,1,,0,0,4625970.00000000000,0.77440,0,0
1738,748,1738,1,,0,0,11282300.00000000000,0.94530,0,0
977,977,977,1,,0,0,5859080.00000000000,0.78990,0,0
489,489,489,1,,0,0,2341690.00000000000,0.60330,0,0
976,976,976,1,,0,0,17127900.00000000000,0.89530,0,0
447,447,447,1,,0,0,6982710.00000000000,0.82720,0,0
954,954,954,1,,0,0,6780590.00000000000,0.87890,0,0
953,953,953,1,,0,0,7086320.00000000000,0.85750,0,0
957,957,957,1,,0,0,7231120.00000000000,0.91910,0,0
956,956,956,1,,0,0,7259100.00000000000,0.90970,0,0
958,958,958,1,,0,0,10132200.00000000000,0.90060,0,0
390,390,390,1,,0,0,5249820.00000000000,0.64200,0,23
512,512,512,1,,0,0,2736030.00000000000,0.85740,0,0
513,513,513,1,,0,0,2683590.00000000000,0.80870,0,24
514,514,514,1,,0,0,1875250.00000000000,0.79000,0,0
515,515,515,1,,0,0,8773290.00000000000,0.76280,0,0
495,495,495,1,,0,0,2633610.00000000000,0.94100,0,0
496,496,496,1,,0,0,9010820.00000000000,0.68810,0,0
497,497,497,1,,0,0,5580710.00000000000,0.60250,0,0
879,879,879,1,,0,0,18187100.00000000000,0.82400,0,0
1096,1096,1096,1,,0,0,4704240.00000000000,0.82250,0,0
454,454,454,1,,0,0,7249370.00000000000,0.82370,0,0
750,750,750,1,,0,0,27482900.00000000000,0.98670,0,0
451,451,451,1,,0,0,16057600.00000000000,0.79540,0,0
751,751,751,1,,0,0,29112500.00000000000,0.97200,0,0
494,494,494,1,,0,0,10540400.00000000000,0.77990,0,0
391,391,391,1,,0,0,11184400.00000000000,0.74740,0,17
517,517,517,1,,0,0,6478510.00000000000,0.77510,0,0
493,493,493,1,,0,0,5389860.00000000000,0.68890,0,0
492,492,492,1,,0,0,16705300.00000000000,0.84340,0,0
491,491,491,1,,0,0,7294760.00000000000,0.77980,0,0
959,959,959,1,,0,0,6946020.00000000000,0.97580,0,0
554,554,554,1,,0,0,14233300.00000000000,0.89750,0,0
555,555,555,1,,0,0,15253300.00000000000,0.64980,0,0
553,553,553,1,,0,0,44576800.00000000000,0.89100,0,0
541,541,541,1,,0,0,7319360.00000000000,0.85150,0,0
455,455,455,1,,0,0,7108710.00000000000,0.83090,0,0
456,456,456,1,,0,0,7027510.00000000000,0.83920,0,0
961,961,961,1,,0,0,7158870.00000000000,0.85260,0,0
457,457,457,1,,0,0,14757400.00000000000,0.83200,0,0
518,518,518,1,,0,0,4678940.00000000000,0.87110,0,0
752,752,752,1,,0,0,30017400.00000000000,0.88240,0,0
754,754,754,1,,0,0,25807800.00000000000,0.96270,0,0
392,392,392,1,,0,0,12440500.00000000000,0.84170,0,22
521,521,521,1,,0,0,4260850.00000000000,0.83880,0,0
542,542,542,1,,0,0,7118020.00000000000,0.88660,0,0
963,963,963,1,,0,0,7089630.00000000000,0.84720,0,0
962,962,962,1,,0,0,7175140.00000000000,0.87690,0,0
551,551,551,1,,0,0,4373260.00000000000,0.75300,0,0
462,462,462,1,,0,0,7220410.00000000000,0.82990,0,0
543,543,543,1,,0,0,7118460.00000000000,0.86450,0,0
552,552,552,1,,0,0,6171580.00000000000,0.74670,0,0
557,557,557,1,,0,0,7058610.00000000000,0.05530,0,0
459,459,459,1,,0,0,19452500.00000000000,0.87360,0,0
755,755,755,1,,0,0,23757000.00000000000,0.98470,0,0
756,756,756,1,,0,0,29837400.00000000000,0.97750,0,0
757,757,757,1,,0,0,34702600.00000000000,0.95470,0,0
532,532,532,1,,0,0,1943850.00000000000,0.77050,0,0
544,544,544,1,,0,0,3514360.00000000000,0.72170,0,0
547,547,547,1,,0,0,3513910.00000000000,0.82840,0,0
463,463,463,1,,0,0,7203330.00000000000,0.79610,0,0
968,968,968,1,,0,0,6904570.00000000000,0.84310,0,0
965,965,965,1,,0,0,7150380.00000000000,0.86240,0,0
967,967,967,1,,0,0,7202250.00000000000,0.83130,0,0
653,653,653,1,,0,0,9742180.00000000000,0.73710,0,355
523,523,523,1,,0,0,2757370.00000000000,0.71080,0,0
534,534,534,1,,0,0,843624.00000000000,0.56470,0,0
533,533,533,1,,0,0,2603780.00000000000,0.72280,0,0
549,549,549,1,,0,0,6163250.00000000000,0.78640,0,0
546,546,546,1,,0,0,3557460.00000000000,0.79610,0,0
545,545,545,1,,0,0,3624400.00000000000,0.78400,0,0
550,550,550,1,,0,0,966971.00000000000,0.88890,0,0
558,558,558,1,,0,0,10144600.00000000000,0.74630,0,0
572,572,572,1,,0,0,11107000.00000000000,0.80800,0,0
571,571,571,1,,0,0,5680350.00000000000,0.84220,0,0
573,573,573,1,,0,0,3734680.00000000000,0.77760,0,0
570,570,570,1,,0,0,2302730.00000000000,0.85630,0,0
569,569,569,1,,0,0,2447160.00000000000,0.79460,0,0
464,464,464,1,,0,0,8708710.00000000000,0.81010,0,0
969,969,969,1,,0,0,7627180.00000000000,0.79080,0,0
466,466,466,1,,0,0,29438700.00000000000,0.89410,0,0
759,759,759,1,,0,0,21433700.00000000000,0.95160,0,0
758,758,758,1,,0,0,7877210.00000000000,0.93860,0,0
1031,1031,1031,1,,0,0,28538900.00000000000,0.91890,0,0
574,574,574,1,,0,0,1231390.00000000000,0.91650,0,0
577,577,577,1,,0,0,3380600.00000000000,0.84910,0,0
654,654,654,1,,0,0,5519090.00000000000,0.64400,0,32
560,560,560,1,,0,0,17312500.00000000000,0.74830,0,0
575,575,575,1,,0,0,2181900.00000000000,0.88580,0,0
970,970,970,1,,0,0,6989070.00000000000,0.75380,0,0
567,567,567,1,,0,0,5660340.00000000000,0.81720,0,0
580,580,580,1,,0,0,13804500.00000000000,0.86640,0,0
472,472,472,1,,0,0,3864600.00000000000,0.87860,0,0
471,471,471,1,,0,0,2917630.00000000000,0.90580,0,0
655,655,655,1,,0,0,10292600.00000000000,0.57170,0,70
971,971,971,1,,0,0,7393220.00000000000,0.85970,0,0
473,473,473,1,,0,0,7145440.00000000000,0.80900,0,0
470,470,470,1,,0,0,7136330.00000000000,0.86970,0,0
469,469,469,1,,0,0,14229800.00000000000,0.82180,0,0
760,760,760,1,,0,0,17080000.00000000000,0.91740,0,0
1032,1032,1032,1,,0,0,40838600.00000000000,0.94750,0,0
539,539,539,1,,0,0,1918200.00000000000,0.71220,0,0
526,526,526,1,,0,0,3205470.00000000000,0.78570,0,0
562,562,562,1,,0,0,6877160.00000000000,0.82520,0,0
564,564,564,1,,0,0,6759220.00000000000,0.76630,0,0
565,565,565,1,,0,0,1340430.00000000000,0.86170,0,0
566,566,566,1,,0,0,3808540.00000000000,0.74500,0,0
475,475,475,1,,0,0,6929090.00000000000,0.81850,0,0
474,474,474,1,,0,0,13916900.00000000000,0.84710,0,0
581,581,581,1,,0,0,6892010.00000000000,0.77620,0,0
563,563,563,1,,0,0,1790730.00000000000,0.90560,0,0
540,540,540,1,,0,0,1922360.00000000000,0.79110,0,0
656,656,656,1,,0,0,5031120.00000000000,0.67260,0,13
527,527,527,1,,0,0,4641360.00000000000,0.76770,0,0
528,528,528,1,,0,0,3576820.00000000000,0.81840,0,0
587,587,587,1,,0,0,8076100.00000000000,0.88450,0,0
584,584,584,1,,0,0,2933510.00000000000,0.50770,0,0
585,585,585,1,,0,0,2739620.00000000000,0.83500,0,0
982,982,982,1,,0,0,12960800.00000000000,0.88770,0,0
477,477,477,1,,0,0,2538810.00000000000,0.77610,0,0
978,978,978,1,,0,0,10137800.00000000000,0.86280,0,0
762,762,762,1,,0,0,31109100.00000000000,0.97300,0,0
763,763,763,1,,0,0,28055200.00000000000,0.98700,0,0
764,764,764,1,,0,0,72920800.00000000000,0.94330,0,0
589,589,589,1,,0,0,6112510.00000000000,0.83390,0,0
592,592,592,1,,0,0,16658700.00000000000,0.88670,0,0
973,973,973,1,,0,0,3486200.00000000000,0.87580,0,0
621,621,621,1,,0,0,11865100.00000000000,0.79490,0,0
594,594,594,1,,0,0,4948740.00000000000,0.86540,0,149
622,622,622,1,,0,0,2968320.00000000000,0.84450,0,0
979,979,979,1,,0,0,14268400.00000000000,0.89110,0,0
593,593,593,1,,0,0,24008900.00000000000,0.86900,0,0
601,601,601,1,,0,0,14022600.00000000000,0.86150,0,0
981,981,981,1,,0,0,14794200.00000000000,0.87730,0,0
766,766,766,1,,0,0,13522800.00000000000,1.00000,0,0
765,765,765,1,,0,0,15222200.00000000000,0.98540,0,0
639,639,639,1,,0,0,1485680.00000000000,0.78170,0,0
1444,1444,1444,1,,0,0,2209290.00000000000,0.76100,0,0
602,602,602,1,,0,0,14604700.00000000000,0.57470,0,0
1033,1033,1033,1,,0,0,28753200.00000000000,0.91430,0,0
767,767,767,1,,0,0,13308400.00000000000,0.94790,0,0
880,880,880,1,,0,0,15444000.00000000000,0.97290,0,0
980,980,980,1,,0,0,2070790.00000000000,0.86370,0,0
605,605,605,1,,0,0,4360250.00000000000,0.71850,0,0
983,983,983,1,,0,0,7127530.00000000000,0.81860,0,0
604,604,604,1,,0,0,38414600.00000000000,0.83170,0,0
881,881,881,1,,0,0,24766700.00000000000,0.81730,0,0
1098,1098,1098,1,,0,0,41919300.00000000000,0.81060,0,0
600,600,600,1,,0,0,3470530.00000000000,0.88680,0,0
619,619,619,1,,0,0,9496440.00000000000,0.79750,0,50
644,644,644,1,,0,0,3546470.00000000000,0.82680,0,0
646,646,646,1,,0,0,3598070.00000000000,0.59860,0,0
624,624,624,1,,0,0,2760140.00000000000,0.89750,0,0
1097,1097,1097,1,,0,0,14639900.00000000000,0.87210,0,0
985,985,985,1,,0,0,2894060.00000000000,0.91790,0,0
770,770,770,1,,0,0,12803000.00000000000,0.73730,0,0
1034,1034,1034,1,,0,0,13498200.00000000000,0.79530,0,0
645,645,645,1,,0,0,2618980.00000000000,0.54500,0,0
648,648,648,1,,0,0,5912290.00000000000,0.59250,0,0
647,647,647,1,,0,0,5189150.00000000000,0.66610,0,0
625,625,625,1,,0,0,2636890.00000000000,0.82560,0,0
626,626,626,1,,0,0,12815700.00000000000,0.81460,0,0
610,610,610,1,,0,0,14313800.00000000000,0.81630,0,0
606,606,606,1,,0,0,6477580.00000000000,0.82610,0,0
771,771,771,1,,0,0,27458700.00000000000,0.85470,0,0
772,772,772,1,,0,0,30042300.00000000000,0.80210,0,0
1100,1100,1100,1,,0,0,11424000.00000000000,0.88160,0,0
618,618,618,1,,0,0,4368200.00000000000,0.76310,0,0
1099,1099,1099,1,,0,0,8099200.00000000000,0.89000,0,0
616,616,616,1,,0,0,13515500.00000000000,0.95380,0,0
611,611,611,1,,0,0,5689680.00000000000,0.97050,0,0
649,649,649,1,,0,0,7951960.00000000000,0.69640,0,90
627,627,627,1,,0,0,5727340.00000000000,0.78870,0,0
617,617,617,1,,0,0,28594500.00000000000,0.90520,0,0
628,628,628,1,,0,0,2663760.00000000000,0.85650,0,0
986,986,986,1,,0,0,21900000.00000000000,0.86390,0,119
650,650,650,1,,0,0,8455740.00000000000,0.73300,0,148
1037,1037,1037,1,,0,0,55047400.00000000000,0.27210,0,0
629,629,629,1,,0,0,7838400.00000000000,0.84730,0,0
613,613,613,1,,0,0,6978350.00000000000,0.83040,0,0
612,612,612,1,,0,0,8512410.00000000000,0.85600,0,0
773,773,773,1,,0,0,15049300.00000000000,0.96730,0,0
1749,608,1749,1,,0,0,5284140.00000000000,0.66910,0,0
630,630,630,1,,0,0,3610340.00000000000,0.85500,0,0
651,651,651,1,,0,0,7356030.00000000000,0.72230,0,0
631,631,631,1,,0,0,3354050.00000000000,0.80190,0,0
1038,1038,1038,1,,0,0,21551700.00000000000,0.82600,0,0
1039,1039,1039,1,,0,0,3522560.00000000000,0.93130,0,0
652,652,652,1,,0,0,4163450.00000000000,0.28800,0,0
615,615,615,1,,0,0,4331180.00000000000,0.78620,0,152
614,614,614,1,,0,0,3712010.00000000000,0.76120,0,0
632,632,632,1,,0,0,5122470.00000000000,0.81370,0,0
633,633,633,1,,0,0,3455350.00000000000,0.72010,0,0
694,694,694,1,,0,0,4135780.00000000000,0.76620,0,0
693,693,693,1,,0,0,4876380.00000000000,0.78170,0,0
695,695,695,1,,0,0,6034640.00000000000,0.90460,0,0
665,665,665,1,,0,0,9943750.00000000000,0.75590,0,0
700,700,700,1,,0,0,4457930.00000000000,0.77520,0,0
659,659,659,1,,0,0,11246200.00000000000,0.61830,0,35
698,698,698,1,,0,0,2842050.00000000000,0.85410,0,128
697,697,697,1,,0,0,5332210.00000000000,0.78080,0,377
677,677,677,1,,0,0,17400800.00000000000,0.85550,0,0
1750,701,1750,1,,0,0,2891430.00000000000,0.82890,0,0
1047,1047,1047,1,,0,0,4053780.00000000000,0.77290,0,0
662,662,662,1,,0,0,5897920.00000000000,0.52470,0,0
692,692,692,1,,0,0,12451600.00000000000,0.84950,0,0
783,783,783,1,,0,0,12684300.00000000000,0.85360,0,0
882,882,882,1,,0,0,5744630.00000000000,0.96850,0,0
1042,1042,1042,1,,0,0,78764400.00000000000,0.97900,0,0
782,782,782,1,,0,0,27837400.00000000000,0.92520,0,0
1045,1045,1045,1,,0,0,6995010.00000000000,0.87970,0,0
778,778,778,1,,0,0,23428200.00000000000,0.80230,0,0
636,636,636,1,,0,0,5839230.00000000000,0.76390,0,70
664,664,664,1,,0,0,1232270.00000000000,0.57910,1,0
635,635,635,1,,0,0,5128630.00000000000,0.77450,0,0
699,699,699,1,,0,0,2504080.00000000000,0.70280,0,0
702,702,702,1,,0,0,2532200.00000000000,0.72950,0,0
696,696,696,1,,0,0,2563530.00000000000,0.85270,0,0
690,690,690,1,,0,0,3785130.00000000000,0.82860,0,0
689,689,689,1,,0,0,7081190.00000000000,0.82920,0,0
707,707,707,1,,0,0,4974990.00000000000,0.74910,0,0
705,705,705,1,,0,0,5323410.00000000000,0.80060,0,0
706,706,706,1,,0,0,4586730.00000000000,0.77720,0,0
691,691,691,1,,0,0,15573100.00000000000,0.78790,0,0
678,678,678,1,,0,0,13696200.00000000000,0.79750,0,0
708,708,708,1,,0,0,3725370.00000000000,0.86600,0,0
660,660,660,1,,0,0,8295830.00000000000,0.52210,0,212
670,670,670,1,,0,0,9732310.00000000000,0.84840,0,741
669,669,669,1,,0,0,987548.00000000000,0.78830,1,0
710,710,710,1,,0,0,5106360.00000000000,0.72880,0,0
