"TAZ","households"
1076,3
1077,2
1078,4
1079,20
1080,1
1081,0
1082,1
1083,0
1084,0
1085,0
1087,3
1088,1
1089,1
1090,3
1091,1
1092,7
1093,8
1095,1
1097,2
1098,7
1099,2
1100,0
1101,7
1102,4
1104,2
1105,1
1107,1
1108,0
1109,0
1110,2
1113,0
1114,5
1116,11
1117,0
1118,3
1119,2
1121,2
1122,0
1123,0
1124,5
1125,2
1126,4
1128,0
1131,1
1132,4
1133,3
1134,0
1136,2
1137,2
1138,2
1139,1
1140,0
1142,0
1143,0
1144,0
1145,1
1146,2
1147,6
1148,1
1149,4
1150,4
1151,3
1154,1
1155,0
1157,0
1159,1
1160,2
1161,2
1162,1
1163,0
1164,0
1165,0
1167,0
1168,5
1172,2
1173,9
1174,0
1175,15
1176,5
1177,3
1178,16
1179,20
1180,9
1182,28
1184,4
1185,7
1186,9
1187,8
1188,0
1190,7
1193,0
1195,4
1196,0
1197,10
1198,5
1199,4
1200,5
1201,12
1202,7
1203,0
1205,5
1206,11
1207,6
1208,6
1210,1
1211,1
1215,0
1216,4
1217,9
1219,10
1220,0
1221,2
1225,5
1228,7
1229,9
1230,1
1232,6
1238,0
1240,0
1242,0
1243,3
1245,2
1250,3
1252,2
1253,0
1256,1
1258,3
1261,1
1263,3
1264,2
1265,4
1266,5
1267,3
1268,3
1275,10
1278,3
1279,2
1283,6
1284,1
1285,3
1286,2
1288,6
1290,0
1291,5
1292,9
1293,2
1294,0
1295,1
1296,4
1297,7
1298,5
1299,1
1300,4
1301,14
1302,9
1303,5
1304,11
1305,1
1306,1
1307,2
1308,4
1309,2
1311,5
1312,10
1313,2
1314,1
1315,21
1316,3
1317,3
1319,1
1321,9
1322,1
1323,8
1324,2
1325,7
1326,2
1327,4
1328,2
1329,7
1330,7
1331,7
1332,18
1333,12
1335,2
1337,9
1338,3
1340,5
1341,1
1342,8
1343,0
1345,0
1347,0
1348,1
1349,5
1350,8
1351,5
1352,6
1353,0
1355,12
1356,2
1357,5
1358,8
1359,7
1360,3
1361,0
1362,1
1365,6
1366,3
1367,13
1368,5
1369,5
1370,0
1371,2
1372,2
1373,5
1374,2
1375,1
1376,0
1377,11
1378,5
1379,3
1380,3
1381,1
1382,4
1386,0
1387,3
1389,5
1390,19
1391,8
1392,4
1393,2
1394,8
1395,2
1396,1
1397,2
1398,2
1399,2
1401,1
1402,5
1403,0
1404,1
1405,5
1406,4
1407,0
1408,4
1409,6
1410,0
1411,18
1413,1
1415,4
1416,1
1418,3
1419,14
1420,4
1421,2
1423,5
1428,6
1432,1
1433,0
1434,0
1435,1
1436,0
1437,0
1438,1
1439,0
1440,4
1441,2
1442,2
1443,4
1444,1
1445,2
1446,1
1447,6
1448,3
1449,5
1451,5
1455,2
1456,4
1457,4
1458,1
1459,2
1460,3
1461,3
1462,1
1463,2
1464,5
1465,4
1466,3
1467,1
1468,2
1469,0
1470,1
1471,3
1472,0
1473,0
1474,0
1475,2
1477,5
1478,11
1479,0
1480,2
1482,3
1484,2
1485,9
1486,4
1488,3
1489,0
1490,15
1491,8
1492,3
1493,0
1500,0
1502,3
1503,0
1504,0
1505,3
1506,0
1507,3
1508,2
1509,0
1511,1
1517,0
1518,6
1519,1
1520,2
1521,3
1522,6
1523,0
1525,11
1526,16
1527,6
1528,0
1529,5
1531,0
1532,2
1533,0
1534,5
1535,3
1536,4
1537,1
1539,4
1540,0
1541,4
1542,1
1543,0
1544,0
1546,1
1548,7
1551,1
1552,0
1559,2
1561,3
1562,1
1563,1
1564,5
1565,1
1566,4
1567,3
1568,3
1569,1
1570,2
1571,1
1573,11
1574,2
1575,8
1576,1
1577,2
1578,6
1579,3
1581,2
1582,4
1583,2
1584,0
1587,2
1588,1
1589,4
1590,4
1591,4
1592,2
1593,17
1594,0
1595,13
1596,0
1597,0
1598,3
1600,3
1601,0
1604,1
1605,4
1606,5
1607,22
1608,8
1612,0
1613,7
1614,5
1615,0
1616,7
1618,18
1619,1
1620,14
1621,9
1622,13
1623,2
1624,1
1625,1
1627,2
1629,6
1636,9
1637,5
1639,0
1640,3
1641,10
1642,0
1644,3
1645,0
1646,9
1647,22
1648,10
1649,3
1651,1
1654,0
1655,1
1656,0
1661,0
1664,0
1665,1
1671,3
1672,6
1673,19
1677,13
1678,4
1681,0
1683,10
1684,11
1685,0
1687,0
1688,6
1689,5
1690,2
1691,9
1692,2
1694,8
1695,10
1696,13
1697,5
1699,7
1700,10
1701,6
1702,33
1703,20
1704,11
1705,7
1706,10
1707,8
1708,9
1709,3
1710,7
1711,2
1712,2
1713,5
1714,7
1715,0
1717,3
1720,13
1722,2
1725,0
1726,3
1727,2
1728,2
1729,1
1730,2
1731,2
1732,0
1733,0
1734,3
1735,1
1736,3
1737,1
1738,0
1739,1
1740,1
1741,2
1742,1
1743,2
1744,1
1745,0
1746,0
1747,0
1748,0
1749,0
1750,7
1751,5
1752,5
1753,2
1756,5
1757,2
1758,3
1759,7
1760,8
1762,6
1763,3
1764,0
1765,0
1766,2
1767,10
1768,2
1769,1
1770,4
1771,3
1772,1
1773,2
1774,1
1776,5
1777,3
1901,9
1902,7
1904,8
1905,9
1906,5
1907,1
1908,1
1909,11
1910,8
1911,2
1912,7
1913,4
1915,2
1916,2
1918,9
1919,11
1920,0
1921,0
1922,3
1923,0
1924,2
1925,15
1926,1
1927,8
1928,11
1929,0
1930,4
1931,4
1932,2
1933,0
1934,2
1935,3
1936,6
1937,12
1938,31
1939,22
1940,4
1941,27
1942,18
1943,13
1944,10
1945,11
1946,4
1947,20
1948,7
1949,6
1950,9
1951,5
1952,11
1953,13
1954,7
1955,27
1956,28
1957,38
1958,28
1959,25
1960,22
1961,33
1962,27
1963,16
1964,11
1965,4
1967,5
1968,0
1969,3
1970,1
1971,2
1972,4
1973,4
1974,0
1975,0
1976,6
1977,12
1978,11
1979,12
1980,2
1981,9
1982,13
1983,9
1984,1
1985,2
1986,9
1987,37
1988,26
1989,14
1990,2
1991,2
1992,4
1993,2
1994,3
1995,2
1996,2
1997,8
1998,5
1999,2
2000,0
2001,2
2002,20
2003,16
2004,23
2005,15
2006,16
2007,28
2008,13
2010,23
2011,12
2012,15
2013,50
2014,17
2015,8
2016,9
2017,6
2018,11
2019,9
2020,13
2021,43
2022,14
2023,21
2024,18
2025,8
2026,36
2027,17
2028,6
2029,4
2030,8
2031,3
2032,0
2033,2
2034,4
2035,14
2036,5
2037,6
2038,36
2039,21
2040,41
2041,25
2042,15
2043,6
2044,7
2045,6
2046,9
2047,6
2049,2
2051,11
2052,5
2053,1
2054,0
2055,3
2056,3
2057,3
2058,15
2059,17
2061,1
2062,5
2063,10
2064,1
2067,0
2068,3
2069,0
2070,4
2071,3
2072,2
2073,2
2074,6
2077,2
2078,0
2080,3
2082,0
2083,1
2084,2
2086,3
2088,0
2090,0
2091,5
2092,0
2093,16
2094,13
2095,0
2098,3
2099,3
2100,1
2101,1
2105,9
2107,30
2108,16
2109,22
2110,13
2111,9
2112,2
2113,2
2114,3
2115,13
2116,2
2117,19
2118,14
2119,10
2120,2
2121,10
2122,23
2123,20
2124,19
2125,5
2126,19
2127,12
2128,3
2129,19
2130,7
2131,19
2132,16
2133,19
2134,15
2135,14
2136,2
2137,17
2138,9
2139,30
2140,12
2141,0
2143,19
2144,40
2145,10
2146,32
2147,2
2148,30
2149,10
2150,24
2151,4
2152,8
2153,15
2154,5
2155,12
2156,15
2157,8
2158,8
2159,6
2160,30
2161,3
2162,19
2163,2
2165,6
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,3
2173,13
2174,1
2175,1
2177,0
2179,1
2180,3
2181,0
2182,0
2183,2
2184,0
2185,0
2186,0
2187,0
2188,2
2189,1
2190,1
2191,0
2192,1
2193,0
2194,8
2195,16
2196,13
2197,2
2198,9
2199,24
2200,15
2201,5
2202,4
2203,9
2204,11
2205,1
2206,9
2207,4
2208,29
2209,7
2210,18
2211,3
2213,21
2214,0
2215,14
2216,34
2217,1
2218,11
2219,15
2220,0
2221,0
2222,2
2223,1
2224,6
2225,10
2226,0
2227,0
2228,2
2229,6
2230,6
2231,13
2232,4
2233,3
2234,4
2235,5
2236,3
2237,6
2238,17
2239,2
2240,13
2241,6
2242,10
2243,9
2244,1
2245,18
2246,8
2247,1
2248,4
2249,4
2250,8
2251,8
2252,0
2253,0
2254,6
2255,6
2256,7
2257,14
2258,12
2259,9
2260,23
2261,11
2262,14
2263,1
2265,3
2266,11
2267,20
2268,9
2269,3
2270,3
2271,0
2272,10
2273,0
2274,0
2275,0
2276,5
2277,0
2278,0
2279,3
2280,0
2281,0
2284,1
2285,5
2286,11
2287,0
2288,0
2291,24
2292,0
2293,3
2294,0
2295,0
2296,0
2298,1
2300,3
2301,7
2302,8
2303,14
2304,3
2305,8
2306,3
2307,0
2308,5
2309,1
2310,0
2311,5
2312,8
2313,9
2314,17
2316,3
2317,4
2318,0
2319,0
2320,1
2321,0
2322,3
2323,6
2324,6
2325,2
2326,2
2327,1
2328,5
2329,2
2330,1
2331,1
2332,3
2334,0
2335,3
2336,0
2337,0
2338,6
2339,4
2340,1
2341,1
2342,1
2343,2
2344,8
2345,1
2346,14
2347,6
2348,1
2349,3
2350,3
2351,4
2352,6
2353,6
2354,1
2355,12
2356,7
2357,11
2358,13
2359,8
2360,14
2361,7
2362,0
2363,6
2364,21
2365,14
2366,22
2367,1
2368,0
2369,20
2370,18
2371,7
2372,13
2373,22
2374,3
2375,0
2376,18
2377,22
2378,23
2379,5
2380,0
2381,11
2382,37
2383,13
2384,33
2385,16
2386,14
2387,5
2388,17
2389,3
2390,2
2391,1
2392,0
2393,44
2394,3
2395,5
2396,5
2397,2
2398,7
2399,0
2400,14
2401,2
2402,0
2403,5
2404,1
2405,3
2406,2
2407,5
2408,2
2410,10
2411,1
2412,9
2413,1
2414,13
2415,4
2416,28
2417,26
2418,5
2419,5
2420,7
2421,4
2422,2
2423,14
2424,15
2425,6
2426,15
2427,11
2428,25
2429,29
2430,0
2431,6
2432,19
2433,4
2434,10
2435,5
2436,15
2437,29
2438,6
2439,17
2440,19
2441,14
2442,0
2443,0
2444,20
2445,7
2446,7
2447,10
2448,6
2449,0
2450,4
2451,7
2452,0
2454,0
2455,3
2457,0
2458,9
2459,6
2460,39
2461,35
2462,30
2463,8
2464,18
2465,44
2466,6
2468,3
2469,11
2470,3
2471,11
2472,6
2473,19
2474,11
2475,22
2476,9
2477,15
2478,22
2479,13
2480,51
2483,25
2484,32
2485,17
2486,8
2487,3
2488,7
2489,21
2490,12
2491,20
2492,8
2493,21
2494,15
2495,1
2496,10
2497,25
2498,0
2499,29
2500,8
2501,21
2503,10
2504,17
2505,4
2506,14
2507,2
2508,1
2509,5
2510,11
2511,4
2513,32
2514,22
2515,20
2516,10
2517,18
2518,5
2519,11
2520,1
2521,7
2522,12
2523,14
2524,15
2525,12
2526,2
2527,13
2534,8
2535,1
2536,0
2537,19
2538,3
2539,5
2546,6
2547,5
2549,0
2550,4
2551,4
2553,35
2556,11
2557,1
2558,9
2559,7
2560,9
2561,15
2562,4
2563,6
2564,1
2565,1
2566,1
2568,0
2569,0
2570,0
2573,3
2574,0
2575,5
2576,10
2577,5
2578,1
2579,29
2580,8
2582,26
2583,6
2584,2
2585,7
2586,3
2587,3
2588,3
2589,3
2590,4
2591,5
2592,3
2593,0
2594,4
2595,3
2596,9
2597,5
2599,29
2600,7
2601,9
2602,4
2603,7
2604,0
2605,0
2606,0
2607,17
2608,8
2609,16
2610,9
2611,4
2612,9
2613,2
2614,3
2615,4
2616,2
2617,3
2618,7
2619,8
2620,2
2621,12
2622,7
2623,14
2624,8
2625,1
2626,2
2627,1
2628,4
2629,1
2630,1
2631,3
2632,1
2633,8
2634,1
2635,6
2636,8
2637,4
2638,2
2639,4
2640,1
2641,1
2642,2
2643,0
2644,4
2645,12
2646,4
2647,1
2648,13
2649,4
2650,4
2651,0
2652,7
2653,2
2654,0
2655,2
2656,5
2657,2
2658,5
2659,5
2660,7
2661,14
2662,18
2663,5
2664,1
2665,0
2666,30
2667,2
2668,13
2669,9
2670,17
2671,0
2673,4
2674,3
2675,2
2676,3
2677,3
2678,0
2679,2
2681,5
2682,0
2683,3
2684,1
2685,0
2686,8
2687,4
2688,4
2689,3
2690,0
2691,9
2692,5
2693,0
2694,1
2695,2
2696,5
2699,6
2700,9
2701,0
2702,1
2703,3
2704,5
2705,16
2706,20
2707,14
2708,2
2709,1
2710,6
2712,11
2713,1
2714,0
2715,3
2716,17
2717,22
2718,24
2719,15
2720,24
2722,26
2723,22
2724,2
2725,12
2726,11
2727,10
2728,7
2729,4
2730,3
2731,7
2732,6
2733,6
2734,87
2735,5
2736,16
2737,24
2738,36
2740,16
2741,17
2742,12
2744,11
2745,26
2746,10
2747,8
2748,12
2749,6
2750,3
2751,18
2752,18
2753,11
2755,8
2756,7
2757,9
2758,11
2759,25
2760,21
2761,20
2762,25
2763,7
2764,18
2765,39
2766,4
2767,5
2769,12
2770,9
2771,6
2772,5
2773,1
2774,34
2775,1
2776,5
2777,7
2778,10
2781,5
2782,4
2784,2
2787,1
2788,42
2790,4
2793,5
2794,12
2795,9
2796,18
2797,6
2798,11
2799,22
2800,0
2801,1
2802,2
2803,31
2804,10
2805,5
2806,6
2807,23
2808,1
2809,2
2810,9
2811,2
2812,1
2813,6
2814,1
2815,6
2816,17
2817,3
2818,2
2819,3
2820,5
2821,1
2822,18
2823,15
2824,3
2825,1
2826,27
2827,1
2828,3
2829,0
2830,1
2831,7
2832,0
2833,9
2834,4
2835,4
2836,21
2837,28
2838,0
2839,2
2842,0
2843,2
2844,6
2845,4
2846,2
2847,0
2849,0
2850,2
2851,2
2852,17
2853,0
2901,0
2902,1
2903,16
2904,0
2909,45
2910,16
2911,13
2912,15
2913,4
2914,7
2915,3
2916,7
2917,24
2918,6
2919,11
2920,10
2921,10
2922,3
2923,10
2924,5
2925,5
2926,68
2927,58
2928,16
2929,8
2930,8
2931,7
2932,15
2933,12
2934,13
2935,12
2938,10
2939,13
2940,7
2941,16
2942,9
2943,6
2944,14
2945,18
2946,15
2948,8
2949,6
2950,20
2951,5
2952,13
2953,7
2954,21
2955,12
2956,53
2957,14
2958,31
2959,4
2960,37
2961,25
2962,25
2963,16
2964,5
2965,3
2966,5
2967,3
2968,6
2969,4
2970,1
2971,5
2972,5
2973,24
2974,27
2975,16
2976,12
2977,30
2978,8
2979,6
2981,6
2984,6
2985,6
2986,12
2987,9
2988,11
2989,8
2990,57
2991,27
2992,13
2993,5
2994,3
2995,19
2996,2
2997,0
2998,7
2999,1
3000,22
3001,5
3002,9
3003,14
3004,45
3005,11
3006,18
3007,22
3008,1
3009,10
3010,11
3011,8
3012,11
3013,3
3014,0
3015,37
3016,8
3017,14
3018,24
3019,21
3020,17
3021,6
3022,15
3023,5
3024,3
3026,9
3027,5
3028,12
3029,11
3030,0
3031,2
3032,13
3033,30
3034,57
3035,8
3036,3
3037,7
3038,18
3039,91
3040,14
3041,23
3042,11
3043,15
3044,13
3045,8
3046,17
3047,29
3048,9
3049,19
3050,11
3051,10
3052,12
3053,25
3054,2
3055,7
3058,18
3059,19
3060,19
3061,8
3062,7
3063,5
3064,2
3066,0
3067,18
3068,46
3069,13
3070,7
3073,29
3074,0
3075,7
3076,13
3077,13
3078,8
3079,2
3080,8
3081,17
3082,0
3083,17
3084,10
3085,66
3087,0
3088,11
3089,1
3090,27
3091,14
3093,13
3094,1
3095,33
3096,19
3097,39
3098,27
3100,2
3102,8
3103,11
3104,14
3105,17
3106,19
3107,13
3108,14
3109,6
3110,17
3111,13
3112,20
3113,5
3114,37
3115,16
3116,16
3117,17
3118,36
3119,38
3120,3
3121,5
3122,5
3123,0
3124,0
3125,7
3126,4
3127,5
3128,9
3129,1
3130,0
3131,3
3132,6
3133,4
3134,4
3135,4
3136,23
3137,0
3138,0
3139,9
3140,10
3142,15
3143,28
3144,26
3145,13
3146,10
3147,11
3148,6
3149,13
3150,28
3151,24
3152,19
3153,5
3154,1
3155,34
3156,16
3157,24
3158,19
3159,25
3160,16
3161,6
3162,35
3163,14
3164,16
3165,16
3166,10
3167,8
3168,9
3171,10
3172,28
3173,11
3175,4
3177,0
3179,5
3180,9
3181,31
3182,8
3183,14
3184,18
3185,6
3186,20
3187,41
3189,19
3190,43
3191,29
3192,16
3193,6
3194,9
3195,8
3196,7
3197,17
3199,79
3200,22
3201,12
3202,3
3203,9
3204,42
3205,36
3206,2
3207,18
3208,1
3209,20
3210,21
3211,17
3212,36
3213,3
3214,14
3215,5
3216,28
3217,8
3218,14
3219,12
3220,57
3221,35
3222,45
3223,50
3224,32
3225,2
3226,33
3227,18
3228,0
3229,46
3230,37
3231,44
3232,7
3233,3
3234,12
3235,8
3236,33
3237,37
3238,14
3239,63
3240,21
3241,25
3242,3
3243,24
3244,75
3245,45
3246,26
3247,15
3248,13
3249,9
3250,31
3251,18
3252,74
3253,36
3254,33
3255,1
3256,18
3257,12
3258,38
3259,33
3260,37
3261,9
3262,14
3263,19
3264,13
3265,20
3266,1
3267,0
3268,36
3269,2
3270,33
3271,16
3272,11
3273,1
3274,3
3275,60
3276,19
3277,17
3278,46
3279,2
3280,14
3281,6
3282,3
3283,20
3284,29
3285,32
3286,24
3287,49
3288,31
3289,16
3290,13
3291,33
3292,43
3293,17
3294,2
3295,27
3296,28
3297,45
3298,13
3299,21
3300,6
3301,21
3302,23
3303,60
3304,2
3305,41
3306,65
3307,78
3308,26
3309,23
3310,8
3312,5
3313,45
3314,14
3315,21
3316,36
3317,29
3318,22
3319,27
3320,25
3321,7
3322,50
3323,32
3324,1
3325,10
3326,6
3327,0
3329,1
3330,19
3331,38
3332,40
3333,32
3334,22
3335,11
3336,35
3337,35
3338,7
3339,40
3340,42
3341,44
3342,14
3343,20
3344,16
3345,19
3346,43
3347,20
3348,7
3349,33
3350,16
3351,43
3352,13
3353,61
3354,29
3355,20
3356,29
3357,24
3358,21
3360,14
3361,22
3362,41
3363,18
3364,5
3365,14
3366,11
3367,18
3368,29
3369,31
3370,19
3371,74
3372,46
3373,7
3374,27
3375,82
3376,8
3377,33
3378,91
3379,21
3380,43
3381,20
3382,33
3383,16
3384,8
3385,17
3386,15
3387,1
3388,86
3389,25
3390,26
3391,0
3392,11
3393,0
3394,14
3395,0
3396,3
3398,0
3399,10
3400,57
3401,56
3402,29
3404,5
3405,26
3406,37
3407,10
3408,14
3409,0
3410,33
3411,26
3412,18
3413,42
3414,18
3415,6
3416,107
3417,57
3418,48
3419,37
3420,69
3421,40
3422,2
3423,37
3424,2
3426,13
3427,68
3428,52
3429,24
3431,28
3432,1
3433,11
3438,28
3439,1
3440,0
3447,3
3448,0
3449,0
3450,4
3451,2
3453,19
3454,13
3455,0
3457,9
3458,12
3459,3
3460,0
3461,0
3463,0
3464,0
3465,0
3466,5
3467,4
3468,4
3471,11
3472,2
3473,3
3475,23
3477,0
3478,0
3479,32
3480,59
3481,146
3482,9
3483,17
3484,14
3485,23
3486,4
3487,32
3488,43
3489,3
3490,47
3491,78
3492,28
3493,63
3494,33
3495,5
3496,24
3497,20
3498,20
3499,11
3500,62
3501,3
3502,10
3503,4
3504,10
3505,5
3506,64
3507,20
3508,2
3509,10
3510,34
3511,35
3512,8
3514,21
3515,8
3516,24
3517,0
3518,12
3519,15
3520,53
3521,17
3522,35
3523,34
3524,41
3525,39
3526,44
3527,50
3528,4
3529,9
3530,21
3531,16
3532,5
3533,17
3534,11
3535,34
3536,19
3538,8
3539,14
3540,16
3541,36
3542,31
3543,18
3544,22
3545,8
3546,33
3547,11
3548,22
3549,17
3550,0
3551,21
3552,13
3553,46
3554,31
3555,35
3556,20
3557,6
3558,6
3559,7
3560,6
3561,4
3562,0
3564,7
3565,49
3575,38
3576,101
3577,1
3580,0
3582,0
3584,21
3585,20
3586,24
3587,25
3588,18
3590,31
3595,5
3599,0
3602,6
3603,10
3604,6
3605,3
3606,6
3607,0
3608,3
3609,6
3610,10
3616,0
3620,8
3623,53
3624,0
3625,4
3627,0
3628,12
3629,7
3630,8
3631,13
3632,17
3633,11
3634,9
3635,3
3636,9
3637,0
3641,4
3657,1
3658,36
3659,20
3660,59
3661,56
3662,21
3663,13
3664,88
3665,103
3666,220
