"TAZ","households"
3867,1
3868,5
3869,11
3870,16
3871,7
3872,4
3873,16
3874,9
3875,34
3876,13
3877,8
3878,17
3879,16
3880,17
3881,4
3882,5
3883,12
3884,7
3885,6
3886,19
3887,0
3888,10
3889,12
3890,10
3891,24
3892,5
3893,5
3894,19
3895,4
3896,3
3897,10
3898,12
3899,4
3900,1
3901,0
3902,6
3903,10
3904,8
3905,2
3906,0
3907,6
3908,7
3909,26
3910,0
3911,14
3912,1
3913,27
3914,3
3915,3
3916,0
3917,0
3918,2
3919,2
3920,11
3921,0
3922,7
3924,11
3925,3
3926,7
3927,8
3928,13
3929,12
3930,18
3931,1
3932,10
3933,7
3934,2
3935,3
3936,1
3937,10
3938,14
3939,17
3940,14
3941,13
3942,10
3943,2
3944,5
3945,6
3946,1
3947,8
3948,1
3949,3
3950,0
3951,2
3952,5
3953,13
3954,19
3955,36
3956,13
3957,23
3958,65
3959,40
3960,29
3961,17
3962,20
3963,38
3964,5
3965,16
3966,4
3967,7
3968,5
3969,8
3970,7
3971,18
3972,17
3973,41
3974,31
3975,0
3976,1
3977,3
3978,8
3979,12
3980,0
3981,3
3982,4
3983,13
3984,28
3985,13
3986,22
3987,4
3988,6
3989,3
3990,3
3991,7
3992,12
3993,1
3994,17
3995,24
3996,19
3998,1
3999,4
4000,2
4001,0
4002,0
4003,10
4004,3
4005,5
4006,0
4007,0
4008,0
4009,3
4010,2
4011,8
4012,7
4013,10
4014,0
4015,10
4016,9
4017,5
4018,36
4019,0
4020,2
4021,0
4022,0
4024,1
4025,0
4026,1
4027,2
4028,6
4029,3
4030,4
4031,1
4032,1
4033,0
4034,0
4035,0
4036,1
4037,1
4038,0
4040,2
4041,4
4042,1
4043,10
4044,1
4046,7
4047,8
4048,0
4049,1
4050,1
4051,2
4052,1
4053,0
4054,1
4055,1
4056,3
4057,1
4058,0
4059,1
4060,0
4061,2
4062,4
4063,3
4064,2
4065,3
4066,0
4067,0
4068,0
4069,4
4070,9
4071,13
4072,4
4074,0
4075,2
4076,1
4077,0
4078,1
4079,4
4080,0
4081,2
4082,2
4083,0
4084,3
4085,7
4086,6
4087,1
4088,10
4089,2
4090,17
4091,2
4093,30
4094,4
4095,3
4096,0
4097,2
4098,2
4099,2
4100,3
4101,3
4102,2
4104,7
4105,3
4106,13
4107,7
4108,2
4109,6
4110,0
4111,3
4112,10
4113,21
4114,19
4115,2
4116,31
4117,2
4118,3
4119,0
4120,23
4123,1
4124,1
4125,15
4126,2
4127,12
4128,6
4129,0
4132,0
4133,10
4134,0
4135,5
4136,1
4138,4
4140,9
4142,1
4143,5
4144,2
4145,0
4146,8
4147,7
4148,6
4149,4
4150,1
4151,2
4152,2
4153,1
4154,20
4155,8
4156,1
4157,4
4158,5
4159,20
4160,11
4161,3
4162,16
4163,1
4164,2
4165,1
4166,5
4167,3
4168,12
4169,0
4171,6
4172,9
4173,6
4174,1
4176,0
4177,1
4178,0
4180,11
4181,20
4182,6
4183,4
4184,10
4185,4
4186,13
4187,2
4188,4
4191,2
4193,0
4194,9
4195,4
4196,3
4197,3
4198,1
4199,1
4200,1
4201,1
4202,2
4203,4
4204,6
4205,0
4206,2
4207,19
4208,4
4209,0
4210,14
4211,0
4213,0
4214,0
4215,3
4216,7
4217,8
4218,6
4219,10
4220,1
4221,1
4222,4
4223,2
4224,4
4225,1
4226,0
4227,0
4228,0
4229,0
4230,2
4231,2
4232,1
4233,17
4234,8
4235,3
4236,20
4237,16
4238,8
4239,2
4240,14
4241,39
4242,20
4243,12
4244,20
4245,11
4246,80
4247,29
4249,0
4251,0
4252,2
4253,0
4254,8
4255,1
4256,20
4257,0
4258,4
4259,9
4260,16
4261,1
4262,5
4263,3
4264,2
4265,5
4266,11
4267,9
4268,9
4269,3
4271,4
4273,1
4274,27
4275,20
4276,10
4277,16
4278,1
4282,1
4285,4
4287,12
4290,3
4291,5
4292,18
4293,17
4294,14
4295,6
4296,18
4297,14
4298,11
4299,5
4302,10
4303,7
4304,5
4305,3
4306,17
4307,38
4308,40
4309,7
4310,34
4311,16
4312,27
4313,5
4314,24
4315,7
4316,3
4317,54
4318,10
4319,24
4320,18
4321,7
4322,15
4323,57
4324,4
4325,16
4326,0
4327,10
4343,2
4344,19
4345,16
4346,16
4348,19
4349,7
4350,4
4351,4
4352,38
4353,6
4354,2
4357,9
4358,2
4360,2
4363,13
4364,0
4365,23
4367,5
4368,28
4369,6
4370,8
4371,3
4372,2
4373,1
4375,3
4376,1
4377,0
4378,2
4379,4
4380,9
4381,0
4382,2
4383,0
4384,24
4385,38
4386,9
4387,14
4388,29
4389,25
4390,16
4392,47
4393,6
4394,5
4395,3
4396,4
4397,0
4398,1
4399,4
4400,8
4401,3
4402,1
4403,0
4405,2
