"TAZ","households"
556,1
557,0
558,5
559,3
560,15
561,14
562,15
564,0
566,5
567,0
571,4
572,8
573,6
576,0
577,1
578,4
579,1
580,7
581,10
582,2
583,7
584,3
587,10
589,4
591,5
592,4
593,6
594,0
598,0
600,4
601,1
602,0
603,2
604,5
605,3
606,2
607,10
608,1
609,0
610,2
611,0
612,0
613,1
614,0
617,0
619,5
620,4
621,3
622,0
623,4
624,6
625,1
626,3
627,4
629,16
631,2
632,10
634,1
635,1
636,4
637,9
638,11
640,0
641,2
642,2
643,0
644,6
645,0
646,0
647,9
648,0
649,4
650,4
651,6
653,1
654,2
655,0
656,0
657,1
658,3
659,1
660,3
661,21
662,2
663,3
665,12
666,6
667,1
668,8
669,0
670,3
671,2
672,4
673,3
674,2
675,10
676,1
677,1
678,4
679,5
680,6
681,2
682,2
683,1
684,6
685,11
686,10
687,28
689,1
690,6
691,16
692,10
693,0
694,4
696,4
698,2
699,4
700,4
702,3
703,0
704,7
705,4
706,1
707,0
708,0
709,2
710,4
711,3
712,0
713,2
714,2
715,2
716,1
717,0
718,1
719,1
720,0
721,1
722,1
724,5
726,1
727,4
728,4
729,2
730,9
731,2
732,0
733,5
734,5
735,6
736,1
737,3
738,2
739,1
740,2
741,9
742,1
743,0
744,7
745,0
746,0
747,0
748,3
750,4
758,1
760,0
762,1
763,0
764,0
767,0
768,1
769,1
770,10
771,49
772,7
773,0
774,1
776,3
777,1
778,4
779,20
780,7
781,2
782,3
783,2
784,0
786,12
787,0
788,20
789,8
790,3
792,1
793,2
796,1
797,2
798,6
800,3
801,3
803,10
805,6
806,2
807,1
808,0
810,0
811,8
812,16
813,3
814,3
816,5
817,1
818,49
819,2
821,0
825,3
826,8
831,6
833,0
834,2
835,0
836,1
837,0
838,0
839,0
840,2
842,7
844,2
845,2
849,1
850,0
851,2
857,0
858,2
859,1
860,1
861,3
862,0
865,1
866,0
867,3
868,6
869,10
870,11
871,8
872,4
873,9
874,21
876,1
877,0
878,1
879,1
880,1
881,4
882,3
883,3
884,3
885,6
887,1
888,3
889,0
890,3
891,4
892,3
893,2
894,5
896,2
898,6
899,3
900,4
901,0
904,6
905,7
906,0
907,3
908,3
909,1
911,3
912,4
914,6
915,8
916,1
917,2
918,5
919,6
920,12
922,21
923,8
924,7
925,39
926,14
927,6
928,12
929,18
930,12
931,5
932,5
933,1
934,6
937,3
938,2
939,3
940,0
941,1
942,2
943,4
944,3
945,5
946,7
947,3
948,3
949,1
950,5
951,4
952,4
953,1
954,3
955,2
956,4
957,0
958,5
959,4
960,3
961,1
962,0
963,6
965,2
967,2
968,4
969,13
970,3
971,1
972,7
973,3
974,5
975,6
976,1
977,3
978,1
979,3
981,0
982,3
983,3
984,8
987,3
988,2
989,1
990,3
991,0
992,5
993,2
994,5
995,2
996,4
997,1
998,0
999,0
1000,0
1001,1
1002,0
1003,1
1004,0
1005,5
1007,3
1011,0
1012,0
1013,0
1014,1
1015,2
1016,0
1017,0
1018,1
1019,1
1020,1
1021,3
1022,0
1023,0
1025,5
1026,1
1027,4
1028,0
1029,6
1032,0
1033,1
1034,12
1035,1
1037,4
1038,2
1040,4
1041,1
1043,1
1044,1
1045,1
1047,1
1050,0
1051,3
1052,1
1053,2
1054,1
1055,2
1056,2
1057,4
1060,2
1061,0
1062,0
1063,2
1064,1
1065,9
1066,2
1067,0
1068,0
1069,3
1070,3
1071,3
1072,3
1073,1
1074,0
1075,3
1076,1
1077,0
1078,1
1080,2
1081,1
1082,1
1083,0
1084,1
1087,4
1088,0
1089,2
1090,2
1091,2
1092,2
1093,7
1095,0
1097,4
1098,3
1099,2
1100,0
1101,1
1102,1
1104,2
1105,0
1107,1
1108,0
1109,0
1113,2
1114,6
1116,6
1117,2
1118,1
1121,0
1122,0
1123,4
1124,8
1125,1
1126,2
1128,1
1131,0
1132,3
1133,4
1134,1
1136,3
1137,2
1138,3
1139,0
1140,0
1142,0
1143,1
1144,0
1145,4
1146,8
1147,5
1149,0
1150,5
1151,1
1154,3
1155,4
1157,0
1158,0
1159,3
1160,3
1161,4
1162,0
1163,1
1164,0
1165,1
1167,0
1168,10
1172,1
1173,7
1174,2
1175,18
1176,7
1177,3
1178,15
1179,19
1180,11
1182,15
1184,2
1185,13
1186,7
1187,4
1188,1
1190,8
1195,8
1196,0
1197,15
1199,6
1200,1
1201,5
1202,2
1203,4
1205,3
1206,13
1210,1
1211,0
1215,1
1216,1
1217,12
1219,8
1220,1
1221,1
1225,0
1228,2
1229,5
1230,1
1232,11
1240,0
1242,0
1243,1
1245,5
1250,5
1251,0
1252,2
1253,0
1255,0
1258,5
1261,1
1262,0
1263,0
1264,5
1267,3
1268,4
1275,3
1278,2
1279,6
1283,10
1284,2
1285,2
1286,1
1287,0
1288,11
1291,8
1292,5
1293,3
1294,1
1295,1
1296,1
1297,7
1298,4
1299,3
1300,4
1302,13
1303,8
1304,7
1305,0
1306,2
1307,2
1308,1
1309,0
1311,1
1312,10
1313,4
1314,1
1315,25
1316,0
1317,9
1321,6
1322,0
1323,6
1324,2
1325,5
1326,0
1327,2
1328,8
1329,2
1330,2
1331,6
1332,10
1333,19
1335,6
1337,5
1338,3
1340,0
1341,5
1342,4
1343,0
1345,0
1346,0
1347,2
1348,2
1349,6
1350,9
1351,4
1352,1
1353,4
1355,9
1356,3
1357,3
1358,6
1359,3
1360,3
1361,2
1362,2
1365,3
1366,5
1367,3
1368,3
1369,3
1371,0
1372,1
1373,2
1374,1
1375,1
1377,5
1378,4
1379,3
1380,1
1381,1
1382,3
1386,1
1387,3
1389,7
1390,4
1391,5
1392,2
1393,1
1394,5
1395,3
1396,1
1397,3
1398,2
1399,1
1400,0
1401,1
1402,7
1403,2
1404,1
1405,4
1406,1
1407,6
1408,3
1409,3
1410,1
1411,11
1413,0
1415,0
1416,3
1418,3
1419,12
1420,2
1421,2
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,2
1440,5
1443,3
1444,0
1445,5
1446,2
1447,4
1448,5
1449,7
1451,3
1455,4
1456,8
1458,1
1459,4
1460,1
1463,2
1464,4
1465,2
1466,2
1467,2
1468,1
1469,0
1470,2
1471,2
1472,0
1473,1
1474,4
1475,0
1477,3
1478,3
1479,0
1480,1
1482,3
1484,6
1485,11
1486,2
1488,3
1489,0
1490,13
1491,12
1492,3
1493,2
1495,0
1500,0
1502,1
1503,0
1505,6
1506,0
1507,0
1508,5
1509,0
1511,0
1517,1
1518,4
1519,0
1520,1
1521,2
1522,3
1523,3
1525,11
1526,8
1527,10
1528,0
1529,4
1531,0
1532,5
1533,1
1534,4
1536,4
1537,2
1539,1
1540,0
1541,3
1543,2
1546,1
1548,6
1551,1
1552,2
1561,2
1562,0
1563,1
1564,1
1565,5
1566,1
1567,8
1569,4
1570,3
1571,1
1573,1
1574,1
1575,10
1576,2
1577,4
1578,6
1579,0
1581,2
1582,4
1584,0
1588,1
1589,2
1590,3
1591,2
1592,0
1596,2
1597,0
1598,4
1600,2
1604,2
1605,4
1606,7
1607,11
1608,5
1612,0
1613,8
1614,8
1616,1
1618,9
1619,3
1620,12
1621,5
1622,5
1623,1
1624,0
1625,0
1626,1
1627,2
1629,8
1637,7
1639,0
1640,3
1641,10
1642,1
1645,1
1646,4
1647,20
1648,4
1649,7
1651,1
1654,2
1656,0
1661,0
1664,0
1665,0
1671,1
1673,14
1677,9
1678,6
1679,0
1683,8
1684,11
1685,0
1686,0
1687,2
1689,3
1690,3
1691,0
1692,1
1699,9
1700,7
1701,7
1702,24
1703,15
1704,6
1705,1
1706,8
1707,11
1709,4
1710,1
1711,4
1714,7
1715,0
1717,3
1720,8
1725,0
1726,3
1727,4
1728,6
1729,1
1730,1
1731,2
1733,0
1734,0
1735,1
1736,3
1741,4
1742,1
1743,1
1744,0
1745,0
1749,0
1750,2
1751,2
1752,6
1753,3
1756,7
1757,4
1758,1
1759,16
1760,6
1762,1
1763,4
1764,1
1766,2
1767,14
1768,1
1769,4
1770,0
1771,7
1772,4
1773,8
1774,2
1776,4
1901,3
1902,10
1904,6
1905,14
1906,0
1907,0
1908,6
1909,5
1910,6
1911,4
1912,15
1913,19
1915,13
1916,4
1917,0
1918,14
1919,24
1920,11
1921,17
1922,40
1924,29
1925,10
1927,36
1928,54
1930,9
1931,10
1932,22
1934,18
1935,17
1936,7
1937,6
1938,3
1939,1
1940,0
1941,6
1942,1
1943,3
1944,1
1945,2
1946,0
1947,25
1948,23
1949,3
1950,1
1951,3
1952,1
1953,6
1954,4
1955,5
1956,5
1957,1
1958,9
1959,10
1960,4
1961,2
1962,5
1963,17
1964,8
1967,4
1968,2
1969,14
1970,26
1971,16
1972,18
1973,10
1974,0
1975,0
1976,6
1977,11
1978,8
1979,15
1980,0
1981,4
1982,7
1983,7
1984,3
1985,7
1986,11
1987,6
1988,19
1989,12
1990,10
1991,4
1992,7
1993,6
1994,3
1995,1
1996,3
1997,40
1998,24
1999,9
2000,0
2001,17
2002,9
2003,19
2004,22
2005,20
2006,9
2007,9
2008,21
2010,8
2011,25
2012,8
2013,31
2014,0
2015,3
2016,13
2017,3
2018,1
2019,5
2020,7
2021,3
2022,8
2023,12
2024,1
2025,11
2026,13
2027,0
2028,2
2029,2
2030,18
2031,36
2032,0
2033,2
2034,27
2035,22
2036,9
2037,17
2038,8
2039,5
2040,9
2041,46
2042,37
2043,8
2044,4
2045,23
2046,5
2047,4
2049,8
2051,23
2052,0
2053,3
2054,5
2055,5
2056,6
2057,9
2058,5
2059,5
2061,2
2062,14
2063,19
2067,0
2068,7
2069,1
2070,11
2071,25
2072,26
2073,21
2074,14
2077,30
2078,4
2080,10
2082,0
2083,5
2084,7
2086,27
2090,0
2091,41
2092,18
2093,29
2094,21
2095,6
2098,12
2099,8
2101,17
2105,35
2107,10
2108,8
2109,11
2110,8
2111,6
2112,6
2113,9
2114,8
2115,20
2116,6
2117,9
2118,7
2119,6
2120,2
2121,11
2122,24
2123,18
2124,3
2125,12
2126,10
2127,10
2128,4
2129,8
2130,8
2131,7
2132,11
2133,9
2134,10
2135,11
2136,2
2137,8
2138,6
2139,16
2140,2
2143,14
2144,26
2145,3
2146,13
2147,0
2148,15
2149,4
2150,19
2151,1
2152,1
2153,14
2154,3
2155,11
2156,7
2157,7
2158,7
2159,6
2160,27
2161,18
2162,20
2163,22
2165,16
2166,6
2168,21
2169,14
2170,9
2171,33
2172,14
2174,16
2175,16
2177,7
2179,14
2180,7
2181,4
2182,0
2183,53
2184,0
2186,19
2187,2
2188,55
2189,18
2190,7
2191,9
2192,8
2194,12
2195,12
2196,13
2197,1
2198,7
2199,6
2200,2
2201,0
2202,0
2203,3
2204,1
2205,0
2206,0
2207,0
2208,2
2209,2
2210,8
2211,0
2213,11
2214,2
2215,1
2216,9
2217,0
2218,8
2219,8
2220,0
2221,0
2222,0
2223,0
2224,1
2225,4
2227,0
2228,0
2229,1
2230,4
2231,5
2232,0
2233,4
2236,1
2237,2
2238,1
2239,2
2240,13
2241,10
2242,5
2243,9
2244,0
2245,15
2246,13
2247,1
2248,11
2249,21
2250,21
2251,22
2252,6
2253,0
2254,9
2255,3
2256,8
2257,9
2258,14
2259,6
2260,10
2261,8
2262,8
2265,6
2266,6
2267,12
2268,6
2269,2
2270,0
2272,3
2273,1
2276,0
2277,0
2278,0
2279,1
2281,3
2284,2
2285,13
2286,6
2291,7
2292,2
2293,11
2294,2
2296,0
2298,6
2300,23
2301,8
2302,20
2303,9
2304,24
2305,34
2306,15
2307,1
2308,6
2309,47
2310,18
2311,60
2312,8
2313,6
2314,10
2316,4
2317,9
2319,10
2320,4
2321,1
2322,7
2323,10
2324,3
2325,5
2326,8
2327,1
2328,4
2329,1
2331,18
2332,16
2335,8
2336,6
2337,2
2338,9
2339,20
2340,1
2341,0
2342,3
2343,8
2344,4
2345,4
2346,12
2347,9
2348,0
2349,2
2350,2
2351,1
2352,18
2353,25
2354,6
2355,35
2356,26
2357,3
2358,3
2359,4
2360,12
2361,8
2363,23
2364,35
2365,39
2366,39
2369,13
2370,25
2371,30
2372,18
2373,17
2374,5
2375,8
2376,4
2377,3
2378,0
2379,2
2380,0
2382,13
2383,1
2384,21
2385,2
2386,3
2387,31
2388,36
2389,13
2390,8
2391,11
2392,6
2393,56
2394,13
2395,8
2396,26
2397,2
2398,31
2399,68
2400,34
2401,8
2402,9
2403,39
2404,13
2405,4
2406,9
2407,2
2408,2
2410,25
2411,3
2412,1
2414,1
2415,2
2416,10
2417,4
2418,13
2419,18
2420,2
2421,7
2422,2
2423,11
2424,14
2425,1
2426,11
2427,5
2428,3
2429,17
2430,1
2431,0
2432,8
2433,1
2434,6
2435,7
2436,6
2437,6
2438,0
2439,2
2440,1
2441,3
2443,0
2444,15
2445,3
2446,3
2447,43
2448,28
2450,17
2451,30
2452,1
2454,0
2455,5
2457,10
2458,8
2459,9
2460,23
2461,4
2462,5
2463,0
2464,3
2465,8
2466,13
2468,16
2469,10
2470,1
2471,5
2472,1
2473,18
2474,5
2475,7
2476,11
2477,31
2478,3
2479,5
2480,13
2483,4
2484,2
2485,3
2486,1
2487,1
2488,5
2489,0
2490,1
2491,1
2492,5
2493,2
2494,1
2495,0
2496,3
2497,4
2499,3
2500,0
2501,0
2503,4
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,1
2511,3
2513,8
2514,11
2515,3
2516,9
2517,0
2518,6
2519,51
2521,1
2522,5
2523,8
2524,19
2525,24
2526,2
2527,12
2534,7
2535,2
2536,1
2537,39
2538,1
2539,14
2546,6
2547,0
2550,3
2551,3
2553,7
2556,9
2557,7
2558,14
2559,13
2560,7
2561,11
2562,4
2563,9
2564,28
2565,55
2568,1
2569,0
2570,0
2573,1
2574,0
2575,1
2576,8
2577,6
2578,0
2579,24
2580,10
2582,3
2583,1
2584,21
2585,9
2586,7
2587,21
2588,4
2589,22
2590,21
2591,4
2592,2
2593,7
2594,21
2595,22
2596,14
2597,7
2599,14
2600,15
2601,8
2602,9
2603,8
2606,0
2607,22
2608,10
2609,9
2610,7
2611,1
2612,8
2613,3
2614,2
2615,5
2616,6
2617,3
2618,7
2619,3
2620,0
2621,6
2622,4
2623,5
2624,3
2625,0
2626,1
2627,0
2628,19
2629,3
2630,10
2631,19
2632,13
2633,25
2634,5
2635,8
2636,9
2637,4
2638,2
2639,18
2640,2
2641,0
2642,6
2643,10
2644,2
2645,6
2646,44
2647,8
2648,15
2649,12
2650,6
2651,1
2652,22
2653,10
2655,10
2656,14
2657,7
2658,13
2659,11
2660,13
2661,2
2662,7
2663,3
2664,8
2665,2
2666,37
2667,5
2668,25
2669,22
2670,24
2674,43
2675,8
2676,20
2677,31
2678,21
2679,24
2681,26
2683,14
2684,8
2685,7
2686,9
2687,18
2688,16
2689,16
2690,5
2691,13
2692,12
2693,5
2694,6
2695,16
2696,20
2699,11
2700,2
2702,0
2703,4
2704,7
2705,9
2706,6
2707,4
2708,0
2709,0
2710,1
2712,2
2713,0
2714,0
2715,2
2716,12
2717,2
2718,2
2719,10
2720,11
2722,8
2723,26
2725,15
2726,7
2727,7
2728,11
2729,12
2730,6
2731,3
2732,12
2733,23
2734,87
2735,30
2736,3
2737,1
2738,4
2740,3
2741,4
2742,2
2744,4
2745,7
2746,5
2747,15
2748,37
2749,7
2750,8
2751,35
2752,7
2753,6
2755,1
2756,2
2757,2
2758,2
2759,6
2760,3
2761,3
2762,12
2763,1
2764,5
2765,15
2767,6
2769,13
2770,5
2771,19
2772,21
2773,1
2774,16
2775,3
2776,6
2777,6
2778,3
2781,2
2782,5
2783,0
2787,0
2788,6
2790,2
2793,16
2794,32
2795,40
2796,5
2797,25
2798,3
2799,11
2800,1
2801,1
2803,0
2804,13
2805,6
2806,8
2807,7
2808,3
2809,3
2810,3
2811,0
2812,2
2813,2
2814,2
2815,1
2816,10
2817,15
2818,5
2820,3
2821,5
2823,4
2824,4
2825,0
2826,2
2827,3
2828,5
2829,4
2830,0
2831,10
2832,0
2833,3
2834,3
2835,16
2836,5
2837,1
2838,2
2839,5
2842,0
2843,1
2844,29
2845,25
2846,0
2847,0
2849,0
2850,1
2851,16
2852,23
2853,10
2901,0
2902,0
2903,7
2904,2
2905,0
2910,9
2911,4
2913,1
2914,5
2915,3
2916,8
2917,15
2918,8
2919,4
2920,2
2921,8
2922,3
2923,2
2924,2
2925,0
2926,59
2927,57
2928,10
2929,6
2930,1
2931,4
2932,25
2933,14
2934,11
2935,9
2938,6
2939,14
2940,10
2941,11
2942,10
2943,12
2944,13
2945,30
2946,10
2948,9
2949,13
2950,24
2951,20
2952,13
2953,3
2954,25
2955,15
2956,51
2957,5
2958,20
2959,3
2960,49
2961,17
2962,24
2963,8
2964,7
2965,0
2966,5
2967,6
2968,6
2969,3
2971,1
2972,4
2973,22
2974,40
2975,24
2976,9
2977,32
2978,10
2979,6
2981,12
2984,1
2985,3
2986,12
2987,6
2988,15
2989,13
2990,65
2991,20
2992,9
2993,2
2995,30
2996,6
2997,1
2998,9
3000,31
3001,6
3002,10
3003,11
3004,56
3005,6
3006,6
3007,29
3008,2
3009,4
3010,14
3011,7
3012,15
3013,8
3015,27
3016,13
3017,4
3018,9
3019,10
3020,9
3021,4
3022,9
3023,2
3024,5
3026,12
3027,7
3028,6
3029,18
3030,0
3031,7
3032,1
3033,3
3035,9
3037,13
3038,21
3039,1
3040,8
3041,16
3042,9
3043,21
3044,2
3045,8
3046,23
3047,25
3048,6
3049,15
3050,7
3051,9
3052,6
3053,19
3054,4
3055,3
3058,16
3059,9
3060,11
3061,3
3062,4
3063,4
3064,0
3066,0
3067,14
3068,16
3069,9
3070,9
3073,43
3075,6
3076,11
3077,13
3078,11
3079,3
3080,21
3081,16
3083,15
3084,1
3085,0
3087,0
3088,5
3090,18
3091,13
3093,3
3094,2
3095,24
3096,9
3097,23
3098,26
3100,1
3102,16
3103,15
3104,13
3105,20
3106,43
3107,24
3108,12
3109,19
3110,12
3111,3
3112,21
3113,3
3114,47
3115,24
3116,17
3117,14
3118,26
3119,41
3120,4
3121,4
3122,1
3123,1
3124,0
3125,10
3126,0
3127,9
3128,10
3130,4
3131,2
3132,10
3133,2
3134,5
3135,0
3136,19
3137,0
3138,0
3139,2
3140,8
3142,29
3143,31
3144,29
3145,12
3146,17
3147,5
3148,10
3149,11
3150,12
3151,17
3152,18
3153,4
3155,16
3156,21
3157,22
3158,9
3159,32
3160,26
3161,4
3162,20
3163,3
3164,13
3165,10
3166,6
3167,5
3168,4
3172,38
3173,17
3175,4
3177,0
3179,5
3180,4
3181,11
3182,7
3183,10
3184,5
3185,3
3186,18
3187,55
3189,25
3190,47
3191,35
3192,20
3193,5
3194,12
3195,6
3196,11
3197,21
3199,110
3200,23
3201,11
3202,7
3203,10
3204,49
3205,31
3206,0
3207,20
3208,5
3209,15
3210,15
3211,14
3212,27
3213,1
3214,7
3215,1
3216,28
3217,5
3218,19
3219,8
3220,52
3221,35
3222,53
3223,41
3224,31
3225,2
3226,45
3227,24
3228,1
3229,41
3230,45
3231,56
3232,5
3233,1
3234,9
3235,3
3236,35
3237,24
3238,14
3239,58
3240,19
3241,23
3242,1
3243,27
3244,72
3245,49
3246,25
3247,13
3248,9
3249,10
3250,26
3251,24
3252,72
3253,34
3254,45
3256,17
3257,11
3258,33
3259,37
3260,41
3261,4
3262,12
3263,14
3264,19
3265,11
3266,1
3267,1
3268,29
3269,4
3270,36
3271,0
3272,6
3273,0
3274,1
3275,42
3276,11
3277,9
3278,54
3279,0
3280,22
3281,2
3282,1
3283,14
3284,12
3285,23
3286,8
3287,17
3288,4
3289,8
3290,0
3292,11
3293,25
3295,32
3296,15
3297,53
3298,8
3299,11
3300,8
3301,25
3302,26
3303,32
3304,1
3305,25
3306,67
3307,32
3308,10
3309,12
3310,6
3312,7
3313,40
3314,1
3315,15
3316,19
3317,9
3318,17
3319,16
3320,11
3321,2
3322,13
3323,0
3324,7
3325,7
3326,11
3327,0
3329,1
3330,12
3331,12
3332,29
3333,23
3334,15
3335,6
3336,31
3337,19
3338,6
3339,17
3340,44
3341,41
3342,17
3343,20
3344,7
3345,10
3346,30
3347,21
3348,5
3349,8
3350,7
3351,3
3352,9
3353,61
3354,27
3355,15
3356,23
3357,14
3358,17
3360,12
3361,21
3362,1
3363,2
3364,7
3365,21
3366,10
3367,9
3368,6
3369,23
3370,17
3371,32
3372,40
3373,0
3374,20
3375,54
3376,0
3377,19
3378,86
3379,8
3380,18
3381,19
3382,18
3383,15
3384,11
3385,28
3386,8
3387,1
3388,54
3389,9
3390,11
3391,0
3392,12
3393,0
3394,16
3395,0
3396,0
3398,0
3399,17
3400,17
3401,38
3402,14
3404,4
3405,40
3406,32
3407,7
3408,1
3409,2
3410,39
3411,20
3412,2
3413,13
3414,13
3415,1
3416,18
3417,19
3418,27
3419,1
3420,42
3421,0
3422,0
3427,11
3428,24
3429,1
3431,24
3433,0
3439,7
3440,0
3453,17
3454,11
3457,1
3458,6
3459,0
3466,3
3468,3
3471,1
3472,8
3473,0
3475,3
3478,0
3479,42
3480,30
3481,115
3483,7
3485,12
3486,3
3487,10
3488,24
3489,2
3490,9
3491,50
3492,16
3493,44
3494,16
3495,2
3496,0
3497,2
3498,7
3499,1
3500,46
3501,5
3502,10
3503,5
3504,1
3505,1
3506,91
3507,2
3508,0
3509,8
3510,19
3511,21
3512,6
3514,14
3515,7
3516,29
3517,0
3518,8
3519,16
3520,61
3521,20
3522,49
3523,40
3524,35
3525,41
3526,43
3527,40
3528,2
3529,3
3530,6
3531,10
3532,0
3533,29
3534,9
3535,28
3536,13
3538,3
3539,8
3540,7
3541,39
3542,14
3543,16
3544,8
3545,3
3546,22
3547,17
3548,13
3549,15
3550,3
3551,23
3552,9
3553,41
3554,53
3555,10
3556,16
3557,4
3558,3
3559,3
3560,1
3561,0
3564,15
3565,56
3570,1
3576,3
3580,0
3582,0
3584,10
3585,17
3586,6
3588,23
3590,1
3595,5
3599,0
3602,7
3603,8
3604,5
3605,2
3606,7
3607,3
3608,6
3609,3
3610,13
3623,24
3625,1
3627,1
3628,13
3629,1
3630,0
3631,10
3632,9
3633,5
3634,1
3635,1
3636,5
3637,0
3638,0
3641,2
3657,0
3658,27
3659,6
3660,48
3661,41
3662,12
3663,12
3664,57
3665,55
3666,129
3667,125
3668,69
3669,36
3670,111
3671,16
3672,14
3673,37
3674,22
3675,50
3676,28
3677,34
3678,38
3679,13
3681,4
3682,5
3684,73
3685,38
3686,6
3687,4
3688,28
3690,26
3691,13
3692,15
3693,38
3694,64
3695,19
3696,16
3697,37
3698,35
3701,34
3702,36
3703,24
3704,13
3705,8
3706,4
3707,6
3708,14
3711,0
3712,0
3713,11
3714,3
3715,27
3716,21
3719,12
3720,91
3721,33
3722,16
3723,24
3724,5
3725,13
3726,11
3727,19
3730,0
3733,67
3734,35
3735,56
3736,6
3737,24
3738,5
3739,2
3740,3
3741,5
3742,14
3743,1
3745,14
3746,4
3750,0
3755,0
3759,9
3760,8
3761,6
3762,9
3763,7
3764,9
3765,12
3766,0
3767,0
3768,1
3769,3
3770,9
3771,6
3772,9
3773,1
3774,4
3775,7
3776,4
3777,37
3778,7
3779,0
3780,36
3781,7
3782,4
3783,30
3784,24
3785,10
3786,16
3787,15
3788,4
3789,11
3790,6
3791,9
3792,2
3793,9
3794,10
3795,7
3796,7
3797,5
3798,0
3799,0
3800,10
3801,2
3802,7
3803,5
3804,2
3805,8
3806,6
3807,10
3808,5
3809,23
3810,1
3811,11
3812,21
3813,24
3814,7
3815,2
3816,12
3817,0
3818,3
3819,11
3820,1
3821,5
3822,3
3823,14
3824,21
3825,0
3826,0
3827,24
3828,17
3829,11
3830,19
3831,12
3832,9
3833,2
3834,4
3836,1
3837,2
3838,2
3839,0
3840,0
3841,12
3842,26
3843,22
3844,3
3845,8
3846,6
3847,1
3848,10
3849,3
3850,3
3851,0
3852,14
3853,9
3854,8
3855,7
3856,4
3857,6
3858,0
3859,1
3860,2
3861,0
3862,4
3863,4
3864,9
3865,6
3866,3
