"ID","Longitude","Latitude","TAZ_REG","TAZ_OLD05","TAZ_MPO","COUNTY","CENSUSTAZ","TAZ_BF","FIX","AREA","F_NETAREA","CBD","HM_ROOMS","AirSageDistrict"
2955,-80201445,25954810,3020.000000,0,120,3.000000,"1208600000120",2920,0,7769990.00000000000,0.757300,0,0,3
2956,-80342613,25654698,4100.000000,0,1200,3.000000,"1208600001200",4000,0,14452600.00000000000,0.808000,0,0,5
2957,-80331935,25655043,4101.000000,0,1201,3.000000,"1208600001201",4001,0,3739220.00000000000,0.773900,0,0,5
2958,-80337299,25647658,4102.000000,0,1202,3.000000,"1208600001202",4002,0,6583040.00000000000,0.778800,0,0,5
2959,-80338644,25644384,4103.000000,0,1203,3.000000,"1208600001203",4003,0,2767160.00000000000,0.902400,0,0,5
2960,-80345554,25647237,4104.000000,0,1204,3.000000,"1208600001204",4004,0,6947590.00000000000,0.802600,0,0,5
2961,-80345727,25639842,4105.000000,0,1205,3.000000,"1208600001205",4005,0,7425940.00000000000,0.475200,0,0,5
2962,-80338822,25640273,4106.000000,0,1206,3.000000,"1208600001206",4006,0,4250950.00000000000,0.808200,0,0,5
2963,-80344145,25632542,4107.000000,0,1207,3.000000,"1208600001207",4007,0,8524830.00000000000,0.782300,0,0,5
2964,-80362981,25637316,4108.000000,0,1208,3.000000,"1208600001208",4008,0,19991800.00000000000,0.802500,0,0,5
2965,-80357438,25633233,4109.000000,0,1209,3.000000,"1208600001209",4009,0,12125800.00000000000,0.807300,0,0,5
2966,-80217505,25958314,3021.000000,0,121,3.000000,"1208600000121",2921,0,10290600.00000000000,0.810900,0,0,3
2967,-80347659,25624101,4110.000000,0,1210,3.000000,"1208600001210",4010,0,10189700.00000000000,0.885200,0,0,5
2968,-80359685,25624601,4111.000000,0,1211,3.000000,"1208600001211",4011,0,7659020.00000000000,0.728600,0,0,5
2969,-80352518,25605011,4112.000000,0,1212,3.000000,"1208600001212",4012,0,11973000.00000000000,0.738200,0,0,5
2970,-80360904,25605924,4113.000000,0,1213,3.000000,"1208600001213",4013,0,14463800.00000000000,0.726100,0,0,5
2971,-80371462,25605524,4114.000000,0,1214,3.000000,"1208600001214",4014,0,22979900.00000000000,0.752900,0,0,5
2972,-80366248,25624325,4115.000000,0,1215,3.000000,"1208600001215",4015,0,10692900.00000000000,0.704500,0,0,5
2973,-80371907,25636715,4116.000000,0,1216,3.000000,"1208600001216",4016,0,29650800.00000000000,0.723600,0,0,5
2974,-80374996,25646000,4117.000000,0,1217,3.000000,"1208600001217",4017,0,13311400.00000000000,0.793100,0,0,5
2975,-80363027,25654058,4118.000000,0,1218,3.000000,"1208600001218",4018,0,22250200.00000000000,0.778300,0,0,5
2976,-80376077,25651714,4119.000000,0,1219,3.000000,"1208600001219",4019,0,14796400.00000000000,0.751600,0,0,5
2977,-80209642,25953280,3022.000000,0,122,3.000000,"1208600000122",2922,0,7075800.00000000000,0.727800,0,0,3
2978,-80391446,25638808,4120.000000,0,1220,3.000000,"1208600001220",4020,0,18967700.00000000000,0.790200,0,0,10
2979,-80385087,25632609,4121.000000,0,1221,3.000000,"1208600001221",4021,0,7211110.00000000000,0.801600,0,0,10
2980,-80385992,25619788,4122.000000,0,1222,3.000000,"1208600001222",4022,0,22366100.00000000000,0.912600,0,83,10
2981,-80376675,25620155,4123.000000,0,1223,3.000000,"1208600001223",4023,0,8491490.00000000000,0.704500,0,0,5
2982,-80369772,25616722,4124.000000,0,1224,3.000000,"1208600001224",4024,0,7283880.00000000000,0.704500,0,0,5
2983,-80359530,25617173,4125.000000,0,1225,3.000000,"1208600001225",4025,0,10949200.00000000000,0.728600,0,0,5
2984,-80349750,25617397,4126.000000,0,1226,3.000000,"1208600001226",4026,0,5140580.00000000000,0.885200,0,0,5
2985,-80385308,25604891,4127.000000,0,1227,3.000000,"1208600001227",4027,0,14003100.00000000000,0.744200,0,0,10
2986,-80378981,25605091,4128.000000,0,1228,3.000000,"1208600001228",4028,0,6481090.00000000000,0.744200,0,0,10
2987,-80399329,25599585,4129.000000,0,1229,3.000000,"1208600001229",4029,0,7586500.00000000000,0.142000,0,0,10
2988,-80217702,25952972,3023.000000,0,123,3.000000,"1208600000123",2923,0,7025130.00000000000,0.745100,0,0,3
2989,-80399545,25611002,4130.000000,0,1230,3.000000,"1208600001230",4030,0,36614000.00000000000,0.032600,0,0,10
2990,-80410172,25607860,4131.000000,0,1231,3.000000,"1208600001231",4031,0,4345560.00000000000,0.377100,0,0,10
2991,-80403934,25615619,4132.000000,0,1232,3.000000,"1208600001232",4032,0,28154200.00000000000,0.318600,0,0,10
2992,-80410577,25622109,4133.000000,0,1233,3.000000,"1208600001233",4033,0,4132790.00000000000,0.812000,0,0,10
2993,-80406995,25630509,4134.000000,0,1234,3.000000,"1208600001234",4034,0,9976160.00000000000,0.638200,0,0,10
2994,-80400704,25631002,4135.000000,0,1235,3.000000,"1208600001235",4035,0,5644450.00000000000,0.790200,0,0,10
2995,-80405662,25637449,4136.000000,0,1236,3.000000,"1208600001236",4036,0,14331100.00000000000,0.480300,0,0,10
2996,-80392756,25643554,4137.000000,0,1237,3.000000,"1208600001237",4037,0,9988240.00000000000,0.932600,0,0,10
2997,-80407126,25644987,4138.000000,0,1238,3.000000,"1208600001238",4038,0,14635700.00000000000,0.824700,0,18,10
2998,-80407361,25652573,4139.000000,0,1239,3.000000,"1208600001239",4039,0,15848200.00000000000,0.758300,0,0,10
2999,-80225196,25949148,3024.000000,0,124,3.000000,"1208600000124",2924,0,9313150.00000000000,0.736300,0,0,3
3000,-80392163,25653091,4140.000000,0,1240,3.000000,"1208600001240",4040,0,12187800.00000000000,0.877400,0,0,10
3001,-80382705,25654049,4141.000000,0,1241,3.000000,"1208600001241",4041,0,2648420.00000000000,0.738200,0,0,62
3002,-80385933,25664579,4142.000000,0,1242,3.000000,"1208600001242",4042,0,5002640.00000000000,0.608800,0,0,62
3003,-80386553,25679100,4143.000000,0,1243,3.000000,"1208600001243",4043,0,7804350.00000000000,0.680900,0,0,62
3004,-80380382,25683335,4144.000000,0,1244,3.000000,"1208600001244",4044,0,6241470.00000000000,0.793500,0,26,62
3005,-80391240,25678882,4145.000000,0,1245,3.000000,"1208600001245",4045,0,6440360.00000000000,0.720500,0,0,58
3006,-80389289,25664201,4146.000000,0,1246,3.000000,"1208600001246",4046,0,9979330.00000000000,0.754700,0,0,58
3007,-80395922,25660927,4147.000000,0,1247,3.000000,"1208600001247",4047,0,7469450.00000000000,0.751200,0,0,58
3008,-80404209,25661139,4148.000000,0,1248,3.000000,"1208600001248",4048,0,8129640.00000000000,0.779700,0,0,58
3009,-80411521,25660884,4149.000000,0,1249,3.000000,"1208600001249",4049,0,8910060.00000000000,0.742900,0,0,58
3010,-80237855,25957700,3025.000000,0,125,3.000000,"1208600000125",2925,0,11601600.00000000000,0.950000,0,0,2
3011,-80412544,25667226,4150.000000,0,1250,3.000000,"1208600001250",4050,0,3547660.00000000000,0.736400,0,0,58
3012,-80406144,25668379,4151.000000,0,1251,3.000000,"1208600001251",4051,0,7264370.00000000000,0.744600,0,0,58
3013,-80395847,25667486,4152.000000,0,1252,3.000000,"1208600001252",4052,0,6323850.00000000000,0.769200,0,0,58
3014,-80396313,25675091,4153.000000,0,1253,3.000000,"1208600001253",4053,0,7077700.00000000000,0.846200,0,0,58
3015,-80396590,25682361,4154.000000,0,1254,3.000000,"1208600001254",4054,0,6819130.00000000000,0.781200,0,0,58
3016,-80404656,25683437,4155.000000,0,1255,3.000000,"1208600001255",4055,0,2526780.00000000000,0.735900,0,0,58
3017,-80478748,25436847,4156.000000,0,1256,3.000000,"1208600001256",4056,0,6885010.00000000000,0.852300,0,0,8
3018,-80408291,25677251,4157.000000,0,1257,3.000000,"1208600001257",4057,0,17045700.00000000000,0.814200,0,0,58
3019,-80412492,25680004,4158.000000,0,1258,3.000000,"1208600001258",4058,0,8221800.00000000000,0.814200,0,0,58
3020,-80420669,25681559,4159.000000,0,1259,3.000000,"1208600001259",4059,0,5236610.00000000000,0.756200,0,0,58
3021,-80232353,25948670,3026.000000,0,126,3.000000,"1208600000126",2926,0,18422100.00000000000,0.618400,0,0,2
3022,-80420399,25674353,4160.000000,0,1260,3.000000,"1208600001260",4060,0,5380360.00000000000,0.731200,0,0,58
3023,-80426616,25674776,4161.000000,0,1261,3.000000,"1208600001261",4061,0,9259650.00000000000,0.693000,0,0,58
3024,-80426596,25681058,4162.000000,0,1262,3.000000,"1208600001262",4062,0,6890090.00000000000,0.799000,0,0,58
3025,-80431485,25682061,4163.000000,0,1263,3.000000,"1208600001263",4063,0,1629090.00000000000,0.597800,0,0,58
3026,-80434818,25681188,4164.000000,0,1264,3.000000,"1208600001264",4064,0,2533570.00000000000,0.777600,0,0,58
3027,-80438124,25680279,4165.000000,0,1265,3.000000,"1208600001265",4065,0,5196430.00000000000,0.665800,0,0,58
3028,-80436408,25674114,4166.000000,0,1266,3.000000,"1208600001266",4066,0,4238670.00000000000,0.673500,0,0,58
3029,-80440057,25673255,4167.000000,0,1267,3.000000,"1208600001267",4067,0,4347210.00000000000,0.632800,0,0,58
3030,-80445176,25673450,4168.000000,0,1268,3.000000,"1208600001268",4068,0,5258630.00000000000,0.765900,0,0,58
3031,-80445222,25680797,4169.000000,0,1269,3.000000,"1208600001269",4069,0,7309700.00000000000,0.895400,0,0,58
3032,-80233083,25937773,3027.000000,0,127,3.000000,"1208600000127",2927,0,7027590.00000000000,0.846200,0,0,2
3033,-80453301,25680547,4170.000000,0,1270,3.000000,"1208600001270",4070,0,6914160.00000000000,0.942200,0,0,58
3034,-80453380,25673231,4171.000000,0,1271,3.000000,"1208600001271",4071,0,7190230.00000000000,0.802400,0,0,58
3035,-80461494,25673010,4172.000000,0,1272,3.000000,"1208600001272",4072,0,7007250.00000000000,0.752900,0,0,58
3036,-80461303,25680286,4173.000000,0,1273,3.000000,"1208600001273",4073,0,5425120.00000000000,0.857300,0,0,58
3037,-80470203,25682300,4174.000000,0,1274,3.000000,"1208600001274",4074,0,16808200.00000000000,0.946900,0,0,58
3038,-80473334,25677037,4175.000000,0,1275,3.000000,"1208600001275",4075,0,16088900.00000000000,0.917100,0,0,58
3039,-80488419,25678439,4176.000000,0,1276,3.000000,"1208600001276",4076,0,26849100.00000000000,0.965000,0,0,58
3040,-80488914,25654134,4177.000000,0,1277,3.000000,"1208600001277",4077,0,65256300.00000000000,0.917100,0,0,10
3042,-80469080,25665233,4179.000000,0,1279,3.000000,"1208600001279",4079,0,20941600.00000000000,0.954200,0,0,58
3043,-80221077,25936652,3028.000000,0,128,3.000000,"1208600000128",2928,0,8909360.00000000000,0.698500,0,0,2
3044,-80453409,25665900,4180.000000,0,1280,3.000000,"1208600001280",4080,0,6478720.00000000000,0.880900,0,0,58
3045,-80445163,25666164,4181.000000,0,1281,3.000000,"1208600001281",4081,0,6318190.00000000000,0.661100,0,0,58
3046,-80437996,25664581,4182.000000,0,1282,3.000000,"1208600001282",4082,0,11154800.00000000000,0.743100,0,0,58
3047,-80428343,25666734,4183.000000,0,1283,3.000000,"1208600001283",4083,0,7219770.00000000000,0.709300,0,0,58
3048,-80420207,25667002,4184.000000,0,1284,3.000000,"1208600001284",4084,0,7113580.00000000000,0.753200,0,0,58
3049,-80419969,25659704,4185.000000,0,1285,3.000000,"1208600001285",4085,0,7092040.00000000000,0.908800,0,0,58
3050,-80428063,25659348,4186.000000,0,1286,3.000000,"1208600001286",4086,0,7196760.00000000000,0.787300,0,0,58
3051,-80441744,25658884,4187.000000,0,1287,3.000000,"1208600001287",4087,0,9094370.00000000000,0.797100,0,0,58
3052,-80445391,25661258,4188.000000,0,1288,3.000000,"1208600001288",4088,0,3473450.00000000000,0.797100,0,0,58
3053,-80463565,25658511,4189.000000,0,1289,3.000000,"1208600001289",4089,0,7646670.00000000000,0.974100,0,0,10
3054,-80219716,25931468,3029.000000,0,129,3.000000,"1208600000129",2929,0,9516660.00000000000,0.725600,0,0,2
3055,-80464480,25643172,4190.000000,0,1290,3.000000,"1208600001290",4090,0,113258000.00000000000,0.935300,0,0,10
3056,-80451604,25636184,4191.000000,0,1291,3.000000,"1208600001291",4091,0,22539900.00000000000,0.864900,0,0,10
3057,-80431586,25648220,4192.000000,0,1292,3.000000,"1208600001292",4092,0,58563900.00000000000,0.922600,0,0,10
3058,-80431063,25637182,4193.000000,0,1293,3.000000,"1208600001293",4093,0,17452400.00000000000,0.777200,0,0,10
3059,-80437454,25634781,4194.000000,0,1294,3.000000,"1208600001294",4094,0,12101500.00000000000,0.777200,0,0,10
3060,-80423472,25631110,4195.000000,0,1295,3.000000,"1208600001295",4095,0,6676700.00000000000,0.783700,0,0,10
3061,-80422651,25628772,4196.000000,0,1296,3.000000,"1208600001296",4096,0,6578130.00000000000,0.716300,0,0,10
3062,-80432856,25629217,4197.000000,0,1297,3.000000,"1208600001297",4097,0,7388690.00000000000,0.804600,0,0,10
3063,-80443119,25631806,4198.000000,0,1298,3.000000,"1208600001298",4098,0,7433530.00000000000,0.798900,0,0,10
3064,-80442747,25621678,4199.000000,0,1299,3.000000,"1208600001299",4099,0,7237030.00000000000,0.753600,0,0,10
3065,-80341556,25916913,2913.000000,0,13,3.000000,"1208600000013",2813,0,14540500.00000000000,0.681400,0,0,2
3066,-80220698,25928663,3030.000000,0,130,3.000000,"1208600000130",2930,0,4156830.00000000000,0.686700,0,76,2
3067,-80438338,25614340,4200.000000,0,1300,3.000000,"1208600001300",4100,0,8190660.00000000000,0.855600,0,0,10
3068,-80434306,25615089,4201.000000,0,1301,3.000000,"1208600001301",4101,0,6072440.00000000000,0.859900,0,0,10
3069,-80434601,25621884,4202.000000,0,1302,3.000000,"1208600001302",4102,0,7201020.00000000000,0.814000,0,0,10
3070,-80424615,25618365,4203.000000,0,1303,3.000000,"1208600001303",4103,0,14207400.00000000000,0.765500,0,0,10
3071,-80420574,25619749,4204.000000,0,1304,3.000000,"1208600001304",4104,0,11817400.00000000000,0.721900,0,0,10
3072,-80416223,25610237,4205.000000,0,1305,3.000000,"1208600001305",4105,0,5292130.00000000000,0.931700,0,0,10
3073,-80411591,25600381,4206.000000,0,1306,3.000000,"1208600001306",4106,0,3810020.00000000000,0.814700,0,0,10
3074,-80421558,25604478,4207.000000,0,1307,3.000000,"1208600001307",4107,0,19617100.00000000000,0.750700,0,0,10
3075,-80425301,25605931,4208.000000,0,1308,3.000000,"1208600001308",4108,0,6151530.00000000000,0.717200,0,0,10
3076,-80433921,25603404,4209.000000,0,1309,3.000000,"1208600001309",4109,0,14773300.00000000000,0.803200,0,0,10
3077,-80232686,25930428,3031.000000,0,131,3.000000,"1208600000131",2931,0,7125660.00000000000,0.782300,0,0,2
3078,-80442091,25603076,4210.000000,0,1310,3.000000,"1208600001310",4110,0,15079200.00000000000,0.834900,0,0,10
3079,-80454324,25602658,4211.000000,0,1311,3.000000,"1208600001311",4111,0,29819100.00000000000,0.895000,0,0,10
3080,-80454906,25617711,4212.000000,0,1312,3.000000,"1208600001312",4112,0,28800200.00000000000,0.916400,0,0,10
3081,-80471075,25617136,4213.000000,0,1313,3.000000,"1208600001313",4113,0,28805800.00000000000,0.900300,0,0,10
3082,-80470706,25602177,4214.000000,0,1314,3.000000,"1208600001314",4114,0,29809500.00000000000,0.871300,0,0,10
3083,-80494743,25597803,4215.000000,0,1315,3.000000,"1208600001315",4115,0,84666900.00000000000,0.891500,0,0,8
3084,-80524893,25585278,4216.000000,0,1316,3.000000,"1208600001316",4116,0,143440000.00000000000,0.925000,0,0,8
3085,-80524868,25550093,4217.000000,0,1317,3.000000,"1208600001317",4117,0,120176000.00000000000,0.907800,0,0,8
3086,-80494291,25550322,4218.000000,0,1318,3.000000,"1208600001318",4118,0,106989000.00000000000,0.874200,0,11,8
3087,-80492519,25575873,4219.000000,0,1319,3.000000,"1208600001319",4119,0,74924000.00000000000,0.875300,0,0,8
3088,-80240770,25930213,3032.000000,0,132,3.000000,"1208600000132",2932,0,6957900.00000000000,0.749500,0,0,2
3089,-80456303,25589501,4220.000000,0,1320,3.000000,"1208600001320",4120,0,48314800.00000000000,0.914400,0,0,8
3090,-80461149,25575057,4221.000000,0,1321,3.000000,"1208600001321",4121,0,56703100.00000000000,0.885700,0,0,8
3091,-80465913,25558057,4222.000000,0,1322,3.000000,"1208600001322",4122,0,43044100.00000000000,0.893400,0,0,8
3092,-80465827,25543299,4223.000000,0,1323,3.000000,"1208600001323",4123,0,43385600.00000000000,0.893200,0,0,8
3093,-80441338,25543573,4224.000000,0,1324,3.000000,"1208600001324",4124,0,43305000.00000000000,0.886700,0,0,8
3094,-80441500,25558333,4225.000000,0,1325,3.000000,"1208600001325",4125,0,43224500.00000000000,0.818000,0,0,8
3095,-80446632,25572987,4226.000000,0,1326,3.000000,"1208600001326",4126,0,46603500.00000000000,0.834500,0,0,8
3096,-80445794,25588190,4227.000000,0,1327,3.000000,"1208600001327",4127,0,20950700.00000000000,0.914400,0,0,8
3097,-80421460,25588541,4228.000000,0,1328,3.000000,"1208600001328",4128,0,30465200.00000000000,0.831100,0,0,10
3098,-80419265,25573272,4229.000000,0,1329,3.000000,"1208600001329",4129,0,31116700.00000000000,0.919500,0,0,10
3099,-80241125,25937453,3033.000000,0,133,3.000000,"1208600000133",2933,0,6972910.00000000000,0.779800,0,0,2
3100,-80421188,25558513,4230.000000,0,1330,3.000000,"1208600001330",4130,0,28479300.00000000000,0.870100,0,0,10
3101,-80420994,25543751,4231.000000,0,1331,3.000000,"1208600001331",4131,0,28697200.00000000000,0.898700,0,0,8
3102,-80404841,25543947,4232.000000,0,1332,3.000000,"1208600001332",4132,0,15983700.00000000000,0.866000,0,0,10
3103,-80401380,25558747,4233.000000,0,1333,3.000000,"1208600001333",4133,0,41315500.00000000000,0.813700,0,5,10
3104,-80387558,25570292,4234.000000,0,1334,3.000000,"1208600001334",4134,0,9147330.00000000000,0.787600,0,0,10
3105,-80404976,25569727,4235.000000,0,1335,3.000000,"1208600001335",4135,0,12044600.00000000000,0.820000,0,0,10
3106,-80367605,25564725,4236.000000,0,1336,3.000000,"1208600001336",4136,0,9487280.00000000000,0.787500,0,0,13
3107,-80380840,25560729,4237.000000,0,1337,3.000000,"1208600001337",4137,0,7002310.00000000000,0.736300,0,8,13
3108,-80405136,25584931,4238.000000,0,1338,3.000000,"1208600001338",4138,0,19254500.00000000000,0.812700,0,0,10
3109,-80405128,25588969,4239.000000,0,1339,3.000000,"1208600001339",4139,0,23110600.00000000000,0.812700,0,0,10
3110,-80244430,25942785,3034.000000,0,134,3.000000,"1208600000134",2934,0,851068.00000000000,0.827800,0,0,2
3111,-80396397,25575689,4240.000000,0,1340,3.000000,"1208600001340",4140,0,12213000.00000000000,0.810800,0,0,10
3112,-80393002,25589082,4241.000000,0,1341,3.000000,"1208600001341",4141,0,15736900.00000000000,0.755500,0,0,10
3113,-80384747,25590957,4242.000000,0,1342,3.000000,"1208600001342",4142,0,9436390.00000000000,0.717700,0,0,10
3114,-80384726,25585983,4243.000000,0,1343,3.000000,"1208600001343",4143,0,6992310.00000000000,0.755500,0,0,10
3115,-80382630,25575443,4244.000000,0,1344,3.000000,"1208600001344",4144,0,11999400.00000000000,0.787600,0,0,10
3116,-80374865,25576559,4245.000000,0,1345,3.000000,"1208600001345",4145,0,7895710.00000000000,0.734100,0,0,10
3117,-80371558,25582574,4246.000000,0,1346,3.000000,"1208600001346",4146,0,4245820.00000000000,0.868400,0,0,10
3118,-80376662,25589338,4247.000000,0,1347,3.000000,"1208600001347",4147,0,14399800.00000000000,0.707600,0,0,10
3119,-80371003,25590082,4248.000000,0,1348,3.000000,"1208600001348",4148,0,4646190.00000000000,0.793400,0,0,10
3120,-80368027,25590382,4249.000000,0,1349,3.000000,"1208600001349",4149,0,10619800.00000000000,0.785200,0,0,5
3121,-80239580,25947347,3035.000000,0,135,3.000000,"1208600000135",2935,0,5936700.00000000000,0.745700,0,0,2
3122,-80360489,25594180,4250.000000,0,1350,3.000000,"1208600001350",4150,0,5974810.00000000000,0.772000,0,0,5
3123,-80351715,25597432,4251.000000,0,1351,3.000000,"1208600001351",4151,0,2085430.00000000000,0.678400,0,0,9
3124,-80353192,25590998,4252.000000,0,1352,3.000000,"1208600001352",4152,0,5103710.00000000000,0.768200,0,0,9
3125,-80357148,25589296,4253.000000,0,1353,3.000000,"1208600001353",4153,0,2833210.00000000000,0.804600,0,0,9
3126,-80348928,25587596,4254.000000,0,1354,3.000000,"1208600001354",4154,0,9755660.00000000000,0.788500,0,0,9
3127,-80340076,25592928,4255.000000,0,1355,3.000000,"1208600001355",4155,0,16120000.00000000000,0.743900,0,0,9
3128,-80324172,25589775,4256.000000,0,1356,3.000000,"1208600001356",4156,0,21072000.00000000000,0.779800,0,0,9
3129,-80320454,25590398,4257.000000,0,1357,3.000000,"1208600001357",4157,0,5208500.00000000000,0.945800,0,0,9
3130,-80323605,25579558,4258.000000,0,1358,3.000000,"1208600001358",4158,0,17047700.00000000000,0.804900,0,0,9
3131,-80314427,25579690,4259.000000,0,1359,3.000000,"1208600001359",4159,0,51535800.00000000000,0.619300,0,0,9
3132,-80243687,25948201,3036.000000,0,136,3.000000,"1208600000136",2936,0,5951070.00000000000,0.907200,0,0,2
3133,-80323028,25567381,4260.000000,0,1360,3.000000,"1208600001360",4160,0,25680300.00000000000,0.923300,0,0,9
3134,-80339663,25554229,4261.000000,0,1361,3.000000,"1208600001361",4161,0,14764600.00000000000,0.969500,0,0,9
3135,-80339285,25562993,4262.000000,0,1362,3.000000,"1208600001362",4162,0,9753330.00000000000,0.869000,0,0,9
3136,-80341599,25567161,4263.000000,0,1363,3.000000,"1208600001363",4163,0,11395600.00000000000,0.841900,0,0,9
3137,-80339807,25575058,4264.000000,0,1364,3.000000,"1208600001364",4164,0,11058800.00000000000,0.932000,0,0,9
3138,-80337232,25586297,4265.000000,0,1365,3.000000,"1208600001365",4165,0,12196700.00000000000,0.660600,0,0,9
3139,-80341208,25580148,4266.000000,0,1366,3.000000,"1208600001366",4166,0,8352830.00000000000,0.742900,0,0,9
3140,-80350795,25573694,4267.000000,0,1367,3.000000,"1208600001367",4167,0,13288200.00000000000,0.721300,0,0,9
3141,-80353502,25581081,4268.000000,0,1368,3.000000,"1208600001368",4168,0,9087630.00000000000,0.766200,0,0,9
3142,-80362019,25583071,4269.000000,0,1369,3.000000,"1208600001369",4169,0,11467900.00000000000,0.785700,0,200,9
3143,-80249996,25951759,3037.000000,0,137,3.000000,"1208600000137",2937,0,7119730.00000000000,0.718700,0,0,2
3144,-80368142,25575571,4270.000000,0,1370,3.000000,"1208600001370",4170,0,6538480.00000000000,0.820300,0,0,13
3145,-80375000,25573067,4271.000000,0,1371,3.000000,"1208600001371",4171,0,2287090.00000000000,0.777500,0,0,13
3146,-80367636,25570686,4272.000000,0,1372,3.000000,"1208600001372",4172,0,2703050.00000000000,0.800900,0,0,13
3147,-80362490,25572736,4273.000000,0,1373,3.000000,"1208600001373",4173,0,2028060.00000000000,0.729900,0,0,9
3148,-80357261,25571387,4274.000000,0,1374,3.000000,"1208600001374",4174,0,6671180.00000000000,0.756200,0,0,9
3149,-80357402,25563829,4275.000000,0,1375,3.000000,"1208600001375",4175,0,7290450.00000000000,0.756500,0,0,9
3150,-80351243,25562929,4276.000000,0,1376,3.000000,"1208600001376",4176,0,7085950.00000000000,0.778900,0,0,9
3151,-80355334,25554545,4277.000000,0,1377,3.000000,"1208600001377",4177,0,14630800.00000000000,0.857500,0,0,9
3152,-80356696,25544481,4278.000000,0,1378,3.000000,"1208600001378",4178,0,26551000.00000000000,0.874200,0,0,9
3153,-80338780,25544552,4279.000000,0,1379,3.000000,"1208600001379",4179,0,28414100.00000000000,0.886400,0,0,9
3154,-80249492,25944402,3038.000000,0,138,3.000000,"1208600000138",2938,0,6989760.00000000000,0.756900,0,0,2
3155,-80319799,25547471,4280.000000,0,1380,3.000000,"1208600001380",4180,0,51894000.00000000000,0.402600,0,0,9
3156,-80344997,25515175,4281.000000,0,1381,3.000000,"1208600001381",4181,0,114335000.00000000000,0.682200,0,0,13
3157,-80359770,25522393,4282.000000,0,1382,3.000000,"1208600001382",4182,0,41111000.00000000000,0.682200,0,0,13
3158,-80368633,25485305,4283.000000,0,1383,3.000000,"1208600001383",4183,0,201506000.00000000000,0.763900,0,0,13
3159,-80386156,25491047,4284.000000,0,1384,3.000000,"1208600001384",4184,0,89094100.00000000000,0.992500,0,0,13
3160,-80389346,25501651,4285.000000,0,1385,3.000000,"1208600001385",4185,0,11753100.00000000000,0.937100,0,0,13
3161,-80392030,25512698,4286.000000,0,1386,3.000000,"1208600001386",4186,0,10958500.00000000000,0.960400,0,0,13
3162,-80384349,25515535,4287.000000,0,1387,3.000000,"1208600001387",4187,0,3121830.00000000000,0.886200,0,0,13
3163,-80379958,25511125,4288.000000,0,1388,3.000000,"1208600001388",4188,0,23537000.00000000000,0.886200,0,0,13
3164,-80380116,25525324,4289.000000,0,1389,3.000000,"1208600001389",4189,0,24073500.00000000000,0.890800,0,0,13
3165,-80249244,25938970,3039.000000,0,139,3.000000,"1208600000139",2939,0,3488820.00000000000,0.916100,0,0,2
3166,-80377728,25533209,4290.000000,0,1390,3.000000,"1208600001390",4190,0,14818000.00000000000,0.824700,0,0,13
3167,-80382290,25544765,4291.000000,0,1391,3.000000,"1208600001391",4191,0,35849400.00000000000,0.880000,0,0,13
3168,-80367439,25544419,4292.000000,0,1392,3.000000,"1208600001392",4192,0,15048300.00000000000,0.937800,0,0,13
3169,-80367508,25557134,4293.000000,0,1393,3.000000,"1208600001393",4193,0,9974890.00000000000,0.787500,0,0,13
3170,-80378717,25566618,4294.000000,0,1394,3.000000,"1208600001394",4194,0,8828450.00000000000,0.736300,0,8,13
3171,-80384648,25555260,4295.000000,0,1395,3.000000,"1208600001395",4195,0,18738600.00000000000,0.826300,0,0,13
3172,-80401839,25543989,4296.000000,0,1396,3.000000,"1208600001396",4196,0,20247400.00000000000,0.826800,0,0,13
3173,-80396532,25531252,4297.000000,0,1397,3.000000,"1208600001397",4197,0,15736800.00000000000,0.798600,0,0,13
3174,-80396354,25523704,4298.000000,0,1398,3.000000,"1208600001398",4198,0,14265500.00000000000,0.719500,0,0,13
3175,-80400227,25509903,4299.000000,0,1399,3.000000,"1208600001399",4199,0,13575700.00000000000,0.661000,0,0,13
3176,-80346419,25935030,2914.000000,0,14,3.000000,"1208600000014",2814,0,15393800.00000000000,0.796300,0,0,2
3177,-80248888,25931716,3040.000000,0,140,3.000000,"1208600000140",2940,0,10433300.00000000000,0.667800,0,0,2
3178,-80400142,25503438,4300.000000,0,1400,3.000000,"1208600001400",4200,0,4417120.00000000000,0.892900,0,0,13
3179,-80404134,25488823,4301.000000,0,1401,3.000000,"1208600001401",4201,0,15566000.00000000000,0.982800,0,0,13
3180,-80403925,25476271,4302.000000,0,1402,3.000000,"1208600001402",4202,0,8590920.00000000000,0.992500,0,0,13
3181,-80415927,25482907,4303.000000,0,1403,3.000000,"1208600001403",4203,0,11275200.00000000000,0.938500,0,0,13
3182,-80415311,25495458,4304.000000,0,1404,3.000000,"1208600001404",4204,0,4858010.00000000000,0.864400,0,0,13
3183,-80408671,25493420,4305.000000,0,1405,3.000000,"1208600001405",4205,0,6788850.00000000000,0.982800,0,0,13
3184,-80408329,25508879,4306.000000,0,1406,3.000000,"1208600001406",4206,0,14323000.00000000000,0.850800,0,0,13
3185,-80405143,25519877,4307.000000,0,1407,3.000000,"1208600001407",4207,0,18750800.00000000000,0.812800,0,0,13
3186,-80420435,25526383,4308.000000,0,1408,3.000000,"1208600001408",4208,0,17264000.00000000000,0.752500,0,18,13
3187,-80407481,25532831,4309.000000,0,1409,3.000000,"1208600001409",4209,0,8269850.00000000000,0.812800,0,0,13
